Texto,Ruta,Etiqueta
2675,All the nuclear weapons are not dismantled.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/219.wav,0.0
2676,"I am particularly concerned about the intercontinental weapons, the ones that can hit us.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/220.wav,0.0
2677,"We've got agreements, but they are still there.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/221.wav,0.0
2678,"With all this instability and breaking into republics, and all the Middle Eastern countries going over there and shopping for weapons, we've got our work cut out for us.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/222.wav,0.0
2679,So we need to stay right on top of that and constructively help them move toward democracy and capitalism.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/223.wav,0.0
2680,We have to have money to do that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/224.wav,0.0
2681,We have to have our people at work.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/225.wav,0.0
2682,"See, for 45 years we were preoccupied with the Red Army.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/226.wav,0.0
2683,I suggest now that our number one preoccupation is red ink and our country and we've got to put our people back to work so that we can afford to do these things we want to do in Russia.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/227.wav,0.0
2684,We cannot be the policeman for the world any longer.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/228.wav,0.0
2685,We spent $300 billion a year defending the world.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/229.wav,0.0
2686,Germany and Japan spend around $30 billion a piece.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/230.wav,0.0
2687,If I can get you to defend me and I can spend all my money building industry that's a home run for me.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/231.wav,0.0
2688,Coming out of World War II it made sense.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/232.wav,0.0
2689,"Now, the other superpowers need to do their part.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/233.wav,0.0
2690,I'll close on this point.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/234.wav,0.0
2691,You can't be a superpower unless you're an economic superpower.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/235.wav,0.0
2692,"If we're not an economic superpower, we're a used to be and we will no longer be a force for good throughout the world.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/236.wav,1.0
2693,And if nothing else gets you excited about rebuilding our industrial base maybe that will because job one is to put our people back to work.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/237.wav,0.0
2694,Because the question you ask is important.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/242.wav,0.0
2695,The end of the Cold War brings an incredible opportunity for change.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/243.wav,1.0
2696,"Winds of freedom blowing around the world, Russia demilitarizing.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/244.wav,0.0
2697,And it also requires us to maintain some continuity -- some bipartisan American commitment to certain principles.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/245.wav,0.0
2698,And I would just say there are three things that I would like to say -- number one -- we do have to maintain the world's strongest defense.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/246.wav,0.0
2699,We may differ about what the elements of that are.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/247.wav,0.0
2700,"I think that defense needs to be -- with fewer people in permanent armed services but with greater mobility on the land, in the air and on the sea, with a real dedication to continuing development of high technology weaponry and well trained people.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/248.wav,0.0
2701,I think we're going to have to work to stop the proliferation of weapons of mass destruction.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/249.wav,0.0
2702,Got to keep going until all those nuclear weapons in Russia are gone and the other republics.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/250.wav,0.0
2703,"Number 2, if you don't rebuild the economic strength of this country at home, we won't be a superpower.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/251.wav,0.0
2704,We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/252.wav,0.0
2705,We have to be the strongest economic power in the world.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/253.wav,0.0
2706,"That's what got me into this race, so we could rebuild the American economy.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/254.wav,0.0
2707,"And number three, we need to be a force for freedom and democracy and we need to use our unique position to support freedom, whether it's in Haiti or in China or in any other place, wherever the seeds of freedom are sprouting.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/255.wav,0.0
2708,"We can't impose it, but we need to nourish it and that's the kind of thing that I would do as president -- follow those three commitments into the future.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/256.wav,0.0
2709,Okay.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/257.wav,0.0
2710,"Well, I don't have any idea but I hope it will happen some time in my lifetime.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/414.wav,0.0
2711,I believe that this country is electing more and more African Americans and Latinos and Asian Americans who are representing districts that are themselves not necessarily of a majority of their race.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/416.wav,0.0
2712,"The American people are beginning to vote across racial lines, and I hope it will happen more and more.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/417.wav,0.0
2713,More and more women are being elected.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/418.wav,0.0
2714,Look at all these women Senate candidates we have here.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/419.wav,0.0
2715,"And you know, according to my mother and my wife and my daughter, this world would be a lot better place if women were running it most of the time.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/420.wav,1.0
2716,"This lady said here, how have you been affected by the economy.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/422.wav,0.0
2717,They know what it's like not to have flexible working hours.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/424.wav,0.0
2718,And I think it will happen in my lifetime.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/427.wav,0.0
2719,I think if Barbara Bush were running this year she'd be elected.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/433.wav,0.0
2720,"Yeah, but wouldn't that suggest to the American people, then, here's a quality person, if he decided that he could automatically get the nomination of either party?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/438.wav,0.0
2721,Huh?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/440.wav,0.0
2722,"You mean, time?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/444.wav,0.0
2723,I don't know -- starting after 4 years.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/446.wav,0.0
2724,I think you'll see more minority candidates and women candidates coming forward.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/448.wav,0.0
2725,This is supposed to be the year of the women in the Senate.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/450.wav,0.0
2726,Let's see how they do.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/451.wav,0.0
2727,I have a fearless forecast.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/453.wav,0.0
2728,Right?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/456.wav,0.0
2729,"Now, if won't be, General Waller would be -- you say, why do you keep picking military people.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/459.wav,0.0
2730,These are people that I just happen to know and have a high regard for.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/460.wav,0.0
2731,I'm sure there are hundreds of others.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/461.wav,0.0
2732,How about Dr. Lou Sullivan?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/462.wav,0.0
2733,"Yeah, a good man.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/464.wav,0.0
2734,"Oh, oh.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/466.wav,0.0
2735,My candidate's back there.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/468.wav,0.0
2736,I can think of many.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/470.wav,0.0
2737,How about Sandra Day O'Connor as an example?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/475.wav,0.0
2738,National Institutes of Health.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/478.wav,0.0
2739,I'll yield the floor.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/479.wav,0.0
2740,Name some more.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/481.wav,0.0
2741,May I ask for an exception because I think we owe Carole Simpson -- anybody who can stand in between these three characters here and get the job done -- we owe her a round of applause.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/486.wav,0.0
2742,(Applause) But don't take it out of my time!,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/487.wav,0.0
2743,I feel strongly about it because I don't want it to come out of my time.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/489.wav,0.0
2744,three ways to do that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/492.wav,0.0
2745,One is to raise taxes.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/493.wav,0.0
2746,One is to reduce spending -- controlling that mandatory spending.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/494.wav,0.0
2747,Another one is to invest and save and to stimulate growth.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/495.wav,0.0
2748,I do not want to raise taxes.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/496.wav,0.0
2749,I differ with the 2 here on that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/497.wav,0.0
2750,I'm just not going to do that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/498.wav,0.0
2751,I do believe that we need to control mandatory spending.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/499.wav,0.0
2752,I think we need to invest and save more.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/500.wav,0.0
2753,I believe that we need to educate better and retrain better.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/501.wav,0.0
2754,I believe that we need to export more so I'll keep working for export agreements where we can sell more abroad and I believe that we must strengthen the family.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/502.wav,0.0
2755,We've got to strengthen the family.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/503.wav,0.0
2756,"Now, let me pose this question to America.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/504.wav,0.0
2757,"If in the next 5 minutes a television announcer came on and said, there is a major international crisis -- there is a major threat to the world or in this country a major threat -- my question is, who, if you were appointed to name 1 of the 3 of us, who would you choose?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/505.wav,0.0
2758,"Who has the perseverance, the character, the integrity, the maturity, to get the job done?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/506.wav,0.0
2759,I hope I'm that person.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/507.wav,0.0
2760,"Thank you very, very much.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/508.wav,0.0
2761,"If the American people want to do it and not talk about it, then they ought to -- you know, I'm one person they ought to consider.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/511.wav,0.0
2762,"If they just want to keep slow dancing and talk about it and not do it, I'm not your man.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/512.wav,0.0
2763,I am results oriented.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/513.wav,0.0
2764,I am action oriented.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/514.wav,0.0
2765,Getting things done in three months that my competitors took 18 months to do.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/516.wav,0.0
2766,Everybody says you can't do that with Congress.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/517.wav,0.0
2767,"Sure, you can do that with Congress.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/518.wav,0.0
2768,Congress -- they're all good people.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/519.wav,0.0
2769,They're all patriots but you've got to link arms and work with them.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/520.wav,0.0
2770,"Sure, you'll have arguments.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/521.wav,0.0
2771,"Sure, you'll have fights.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/522.wav,0.0
2772,We have them all day every day.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/523.wav,0.0
2773,But we get the job done.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/524.wav,0.0
2774,"Now, I have to come back in my clothes to one thing because I am passionate about education.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/525.wav,0.0
2775,I was talking about early childhood education for disadvantaged little children.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/526.wav,0.0
2776,And let me tell you one specific pilot program where children who don't have a chance go to this program when they're 3.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/527.wav,0.0
2777,Now we're going back to when the mother's pregnant and they'll start right after they're born.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/528.wav,0.0
2778,Now that will change America.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/531.wav,0.0
2779,Those children will all go to college.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/532.wav,0.0
2780,"And I beg the American people, any time they think about reforming education to take this piece of society that doesn't have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they're unique and that they're precious and that there's only one person in the world like them and you will see this nation bloom.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/534.wav,1.0
2781,And we will have so many people who are qualified for the top job that it will be terrific.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/535.wav,0.0
2782,"Now, finally, if you can't pay the bills you're dead in the water.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/536.wav,1.0
2783,And we have got to put our nation back to work.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/537.wav,0.0
2784,"Now, if you don't want to really do that I'm not your man.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/538.wav,0.0
2785,I'd go crazy sitting up there slow dancing that one.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/539.wav,0.0
2786,"In other words, unless we're going to do it, then pick somebody who likes to talk about it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/540.wav,0.0
2787,"Now, just remember when you think about me -- I didn't create this mess.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/541.wav,0.0
2788,"I've been paying taxes just like you and Lord knows, I've paid my share -- over a billion in taxes.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/542.wav,0.0
2789,But it's in your hands.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/545.wav,0.0
2790,I wish you well.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/546.wav,0.0
2791,"Thank you, Carole, and thank you, ladies and gentlemen.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/549.wav,0.0
2792,Since I suggested this format I hope it's been good for all of you.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/550.wav,0.0
2793,I really tried to be faithful to your request that we answer the questions specifically and pointedly.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/551.wav,0.0
2794,I thought I owed that to you and I respect you for being here and for the impact you've had on making this a more positive experience.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/552.wav,0.0
2795,These problems are not easy.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/553.wav,0.0
2796,They're not going to be solved overnight.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/554.wav,0.0
2797,But I want you to think about just 2 or 3 things.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/555.wav,0.0
2798,"First of all, the people of my state have let me be their governor for 12 years because I made commitments to 2 things -- more jobs and better schools.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/556.wav,0.0
2799,Our schools are now better.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/557.wav,0.0
2800,"Our children get off to a better start from pre-school programs and smaller classes in the early grades, and we have one of the most aggressive adult education programs in the country.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/558.wav,0.0
2801,We talked about that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/559.wav,0.0
2802,"This year my state ranks first in the country in job growth, 4th in manufacturing in job growth, 4th in income growth, 4th in the decline of poverty.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/560.wav,0.0
2803,I'm proud of that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/561.wav,0.0
2804,It happened because I could work with people -- Republicans and Democrats.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/562.wav,1.0
2805,"That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/563.wav,1.0
2806,You have to decide whether you want to change or not.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/564.wav,0.0
2807,We do not need 4 more years of an economic theory that doesn't work.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/565.wav,0.0
2808,We've had 12 years of trickle down economics.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/566.wav,0.0
2809,"It's time to put the American people first, to invest and grow this economy.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/567.wav,0.0
2810,I'm the only person here who's ever balanced a government budget and I've presented 12 of them and cut spending repeatedly.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/568.wav,0.0
2811,But you cannot just get there by balancing the budget.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/569.wav,0.0
2812,We've got to grow the economy by putting people first -- real people like you.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/570.wav,0.0
2813,I got into this race because I did not want my child to grow up to be part of the first generation of Americans to do worse than her parents.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/571.wav,0.0
2814,We're better than that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/572.wav,0.0
2815,We can do better than that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/573.wav,0.0
2816,I want to make America as great as it can be and I ask for your help in doing it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/574.wav,0.0
2817,Thank you very much.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/21_1992/575.wav,0.0
2818,"Thank you, Jim.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/15.wav,0.0
2819,"And thank you to the people of Hartford, our hosts.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/16.wav,0.0
2820,"I want to begin by saying again how much I respect Senator Dole and his record of public service and how hard I will try to make this campaign and this debate one of ideas, not insults.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/17.wav,0.0
2821,Four years ago I ran for president at a time of high unemployment and rising frustration.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/18.wav,0.0
2822,"I wanted to turn this country around with a program of opportunity for all, responsibility from all, and an American community where everybody has a role to play.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/19.wav,0.0
2823,I wanted a government that was smaller and less bureaucratic to help people make the most of their own lives.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/20.wav,0.0
2824,Four years ago you took me on faith.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/21.wav,0.0
2825,"Now there's a record: Ten and a half million more jobs, rising incomes, falling crime rates and welfare rolls, a strong America at peace.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/22.wav,0.0
2826,We are better off than we were four years ago.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/23.wav,0.0
2827,Let's keep it going.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/22_1996/24.wav,0.0
