texts,audio,labels
151,"well, he would try that experiment over the last 5 years
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/152.wav,0
152,"you've heard from 7 leaders tonight, but there's one fundamental choice at this election do we build a Britain that puts working people first, or do we carry on with a government that is not on your side?
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/153.wav,0
153,"if I'm Prime Minister I'll make sure we'll reward the hard work of everybody in our country, not just those who get the six-figure bonuses
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/154.wav,0
154,"if I'm Prime Minister I'll take on those energy companies that are ripping you off
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/155.wav,0
155,"if I'm Prime Minister everyone will play by the same rules. We won't give the green light to tax avoidance
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/156.wav,0
156,"and if I'm Prime Minister we'll cut the deficit every year, balance the books, but will protect health and education
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/157.wav,0
157,"there is a big choice at this election
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/158.wav,1
158,"I believe that it is when working people succeed that Britain succeed
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/159.wav,1
159,"if you believe that too, I ask for your support, and let's bring the change that Britain needs
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Miliband/160.wav,0
160,"I think it's pretty obvious that no one standing here is going to win this election outright so you're gonna have to choose like you did last time who's gonna have to work with whom
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/1.wav,1
161,"and look, I'm not gonna pretend that everything's perfect, though the country's in a lot better shape now than it was 5 years ago
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/2.wav,1
162,"I'm not even gonna pretend that I haven't made mistakes: I have, I've put my hands up when I have, and I've learned from them
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/3.wav,0
163,"but what you will get from me and from the Liberal Democrats is this: the grit and the resilience to finish the job of balancing the books and doing so fairly
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/4.wav,0
164,"I will always act responsibly, I'll never let anyone else borrow money that we don't have and jeopardize your risk your jobs and our economy
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/5.wav,0
165,"and above all, I will always act fairly
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/6.wav,0
166,"I won't let anyone else impose ideological cuts on your hospitals in your school
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/7.wav,0
167,"and I will always serve the whole of our country, not just parts of our country: the whole of our wonderful United Kingdom
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/8.wav,0
168,"Johnny, I think it's all about balance, isn't it?
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/9.wav,0
169,"that's why I don't think that you should be faced, Johnny, with the stark choice of either cutting too much George Osborne and David Cameron's plan is for pounds 50bn of cuts: way beyond those needed or borrowing too much, which is Ed Balls and Ed Miliband's plan: they want to borrow pounds 70 bn more than is necessary
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/10.wav,1
170,"I think it's a dismal choice, cutting too much or borrowing too much
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/11.wav,1
171,"it's a balance, and it does mean, yes, you need to reduce spending but you also need to make those with the broader shoulders, the wealthiest, to pay a bit more through the tax system to balance the books
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/12.wav,1
172,"that's the way you can balance the books, do it fairly, also then of course put money into public services, perhaps most especially the NHS which does need more money because of the fact we've got an ageing population
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/13.wav,1
173,"so the Liberal Democrat plan is a very simple one: we'll cut less than the Conservatives, and we'll borrow less than Labour
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/14.wav,0
174,"I have a question for David Cameron, because he's just said to all of us that he wants to stay the course
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/15.wav,0
175,"because that's not what the Conservative Party wants to do at all
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/16.wav,0
176,"remarkably, the Conservative Party have said they're not gonna ask the richest in society to make a single extra penny of contribution to balancing the books through the tax system
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/17.wav,0
177,"they want to impose ideologically driven cuts on schools
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/18.wav,0
178,"so I'd like you know I just when I hear the Conservatives talk about that choice between competence and chaos, just imagine, David Cameron the chaos in people's lives, the people who in the NHS don't know whether you're gonna find the money, why people who don't know whether their nursery or their college of their schools are going to close
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/19.wav,0
179,"that's why Johnny's right, you need to take a balanced approach
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/20.wav,1
180,"you do need to reduce spending but you also need to ask the richest to make a contribution, it's the only fair way of finishing
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/21.wav,1
181,"well I don't actually think making the poorest on this side of the planet poorer still is necessarily the best solution to our problems
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/22.wav,1
182,"but look, it comes back to a simple issue: how do you balance the books but do it fairly
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/23.wav,0
183,"I don't believe, unlike David Cameron and George Osborne, we should do it by just letting the very richest off scot free
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/24.wav,1
184,"their plans don't involve a single extra contributions to the tax system
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/25.wav,0
185,"I don't equally think it is fair to do what the Labour Party wants to do, which is actually to increase borrowing: that doesn't help the future generations
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/26.wav,1
186,"David Cameron make much further cuts than is needed because they want to
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/27.wav,0
187,"look, we've heard lots of warm words here about the NHS, of course we all love the NHS, but the NHS doesn't need warm words, it needs hard cash
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/28.wav,1
188,"and I'll give you the precise number of how much extra cash it needs: it needs pounds 8 bn by the end of the next Parliament that is what a man called Simon Stevens, who runs NHS England, is independent of politics, has said it needs.
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/29.wav,1
189,"now, the Liberal Democrats have a plan about how to find that pounds 8 bn
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/30.wav,0
190,"unlike the Conservatives, we'll ask the richest to pay a little extra in tax for the NHS, closing the reliefs for instance in capital gains tax
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/31.wav,0
191,"unlike the Labour, we'll also be able to put money in the NHS, cause we'll actually get the job done of balancing the books and then we can invest in the NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/32.wav,0
192,"that is the way to balance the books and invest in the NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/33.wav,1
193,"this means pounds 8 bn more here, pounds 800 million more for the NHS in Scotland, and pounds 450 million more in Wales
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/34.wav,0
194,"and I'll challenge the leaders here: if you love the NHS so much, why don't you put your money where your heart is
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/35.wav,0
195,"may I just I mean Terry asked how you're gonna safeguard the NHS for future generations
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/36.wav,0
196,"and in view of this, Terry and I, we all know of our ageing population. The NHS is under greater pressure than is have been ever before
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/37.wav,1
197,"but it was a simple question who has got the plan to put pounds 8bn of additional money into the NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/38.wav,0
198,"that's what all of us standing here have been told it requires
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/39.wav,0
199,"you're not gonna get it in Scotland, the SNP have actually reduced the amount of money compared to what we've done in south of the border
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/40.wav,0
200,"and you're only gonna get it if you're going to ask the wealthiest to pay a small additional contribution
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/41.wav,1
201,"one other thing I'd like to say: mental health's for far too long been the poor cousin of physical health in the NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/42.wav,1
202,"the more we can do to treat mental health in the same way that we've long treated physical health I think that will put NHS in good shape the future
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/43.wav,1
203,"well look it is just simply not the case, is just simply not true that there's been some great push towards privatisation, it is simply not the case
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/44.wav,1
204,"we legislated to outlaw the sweetheart deals which were entered into it with the private sector by the Labour government, as it happened
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/45.wav,0
205,"when we took over 5 years ago the total amount of NHS money devoted to the private sector was 4%, it is now 6%
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/46.wav,0
206,"I don't call that the great sweeping act of privatization
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/47.wav,0
207,"but all I would say is: it needs the money, 8bn, we need to prioritize mental health and we need to bring social care and health care together
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/48.wav,1
208,"cause we have too many elderly folk in hospital beds who should be discharged from hospital but don't have a place to go
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/49.wav,0
209,"was I saying 5 years ago we inherited a situation where the previous Labour government had wasted pounds 250 million, can't deny this Ed Miliband, on sweetheart deals with private-sector contractors near NHS, which didn't help a single NHS patient
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/50.wav,0
210,"we outlawed that use of public money for private-sector contracts which are only based on price rather than quality
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/51.wav,0
211,"as I said earlier 4% under Labour was already devoted to the private sector
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/52.wav,0
212,"I would suggest in this discussion we need three things to safeguard the NHS, which was Terry's original question first: money, pounds 8bn, my party has a plan to do so. secondly: give mental health the same importance and emphasis in the NHS as traditionally given to physical health and thirdly: make sure that when people, particularly elderly patients, are discharged from hospital, the social care system has a place for them to go
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/53.wav,1
213,"oh I will never spread fear about immigration because I think we should remember this, there's basically good immigration and bad immigration
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/54.wav,1
214,"and John in a bad immigration of course that needs to be stopped. That's why we've introduced new checks at the borders to bear down on illegal immigration, why we've increased the penalties against unscrupulous employers who employ people and exploit them from elsewhere, why people now who want to seek benefits have to learn English.
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/55.wav,1
215,"But there is also good immigration: we should remain a decent generous-hearted open-minded nation who welcomes people who want to come here play by the rules pay their taxes create jobs help in the NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/56.wav,1
216,"If we turn everybody away, the NHS will collapse overnight
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/57.wav,1
217,"so I guess my approach to immigration could be summarised simply as this: that I want Britain to be open for business but not open to abuse
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/58.wav,1
218,"I think as far as immigration in the European Union is considered, firstly I'd say the freedom to move around the European Union should never be the same as the freedom to claim freedom to claim benefits on the first day you arrived no questions asking, get to split those two things off and that's something that we have done
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/59.wav,1
219,"secondly, it is a two-way street: there are almost as many Brits living elsewhere and living and working elsewhere in the European Union European than there are Europeans working here
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/60.wav,1
220,"and finally, if you want to make sure that our own youngsters get the jobs that other people from elsewhere in Europe might wanna get, you got to train them up, and one of the things I'm most proud of over the last 5 years is that we've now got 2 million people starting new apprenticeships: the biggest increase in apprenticeships since the last war and by the way over half of those are women starting apprenticeships so train up our own youngsters so that they get the jobs which they apply for here at home
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/61.wav,1
221,"well I think the answer to that is to raise the minimum wage, which we are now doing so faster than we've ever done before, train up new apprenticeships, which we've done on a scale we never have done before
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/62.wav,1
222,"but Nigel Farge talks about remember history, I mean, the Farage family were foreigners
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/63.wav,0
223,"the freedom to move around the European Union should not be the same as the freedom to claim
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/64.wav,1
224,"your problem is you seem to imply anyone who's foreigner who comes to this country is a menace
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/65.wav,0
225,"Nigel Farage seems to think that every single problem in the world could be solved by a referendum on Europe
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/66.wav,0
226,"because at the end of the day Europe isn't perfect, of course it's not perfect
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/67.wav,1
227,"but it is the world's largest marketplace of 500 million shoppers who buy our goods and buy our services
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/68.wav,0
228,"so if you do what Nigel Farage or a significant part of the Conservative Party want, which is to yank ourselves out of the family of Nations that makes up the European Union, unemployment will go up
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/69.wav,1
229,"I would never ever ever endorse an approach which would make our country poorer and would see more people out of work, I think it is deeply irresponsible
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/70.wav,1
230,"I strongly agree that apprentiships, which is an old idea, that idea that you sort of earn and learn, that you know you learn the tricks of the trade while you're actually working on the shop floor in the office or elsewhere is a great old idea that which we have given it new life
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/71.wav,0
231,"we got 2 million new apprenticeships created over the course of this last parliament, it's never been expanded on such a scale
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/72.wav,0
232,"and I think it's something that I hope all future parliaments will continue with, because it's a fantastic way to allow our youngsters to get their first
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/73.wav,1
233,"Rebecca let me take the issue of tuition fees head on, I've caused famously, infamously, I couldn't put into practice my party's policy on tuition fees for reasons which, I hope, you're familiar with, they were introduced by Labour and actually checked up by Labour, and there was no money left
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/74.wav,0
234,"but, we did the next best thing, got the fairest deal possible and thankfully now there're more young people going to university than ever before more on full time courses and there are more young people from disadvantaged backgrounds
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/75.wav,0
235,"but if I couldn't do that I hope some fair minded folk would at least acknowledge many of the other things I'm very proud I have managed to do: to give more opportunities, to create a stronger economy, and a fairer society
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/76.wav,0
236,"we've talked about more apprenticeships than ever before a huge tax cuts, which mean you pay nothing, no tax, on the first pounds 10600 you earn, as of next week a better money going to schools for the pupil premiumed for disadvantaged kids healthy meals at lunch time for little children at primary school these are the things which make a fairer future for future generations, and I'm very very proud of them
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/77.wav,1
237,"why is the Conservative party planning to cut the money for schools?
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/78.wav,0
238,"you're planning to cut over pounds 3bn out of the schools budget
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/79.wav,0
239,"that is no way to guarantee fairness
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/80.wav,1
240,"I remember vividly, when your party wanted to cut spending for the schools at the beginning of last parliament and I said no
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/81.wav,0
241,"cause you don't make society fairer by cutting the money that go to nurseries, colleges and schools
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/82.wav,1
242,"you know, I got this sort of pious stance from Ed Miliband
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/83.wav,0
243,"this is the man who is part of the government that said no boom-and-bust in the economy, and crashed our economy, jeopardizing the future generations and life chances of millions of people this country
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/84.wav,0
244,"I have apologized, I've taken responsibility for the mistakes I've made,
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/85.wav,0
245,"why don't you, in front of the British people, Ed Miliband, apologize say I'm sorry for crushing the British economy
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/86.wav,0
246,"on the housing point, is a very important point, cause Rebecca I'm sure is in keeping with lots and lots of young people worried, that you're not gonna be able to get your feet on the first rung of the property ladder
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/87.wav,1
247,"the Liberal Democrats we got I think an idea which I hope will help Rebecca and it is this:
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/88.wav,0
248,"at the moment lots and lots of young people can't afford the deposit to get a mortgage on a property
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/89.wav,0
249,"so what we would do is to introduce a rent-to-own scheme where you wouldn't need to find a deposit to buy a house, but every time you pay your rent at market rates you'd build up a share of ownership in your home so by renting you become over time an owner in your home
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/90.wav,0
250,"I think that would be a great great way, which can introduce in the next Parliament, to give people like Rebecca the tangible belief that they can hope to live in a home which they can call their own
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/91.wav,1
251,"the only way we're going to instill optimism is if you wipe the slite slate clean for the next generation
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/92.wav,1
252,"we have to release Rebecca and her generation of the debt and the deficit of this generation
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/93.wav,1
253,"I don't want Rebecca, I don't want my own kids I don't want any of our children to pay the price for this generation's mistake
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/94.wav,1
254,"and if I can leave Rebecca and everybody with just one figure in mind, one statistic pounds 46bn: that is what we as a country will spend next year just paying off the interest on our debts
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/95.wav,0
255,"just imagine the number the hundreds of thousands of homes we could build for pounds 46bn
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/96.wav,0
256,"pounds 46bn is the same as pounds 700 for every man woman or child in this country
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/97.wav,0
257,"and that is why I when I hear some leaders implying that we shouldn't somehow get rid of our deficit, I say look, if you don't do that, it's a bit like Miriam and me said, we're not going to pay off our credit card bill and we'll get our little kids to pay for us
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/98.wav,1
258,"well thank you for sitting through this 2 hour political marathon
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/99.wav,0
259,"and I just have one more thing to ask of you and it is this: when you vote make sure that you decide what's right for you and your family, make sure that you do what's right for our country
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/100.wav,0
260,"but above all make sure that we don't lurch this way or that, make sure that we don't borrow too much on the one hand or we cut too much on the other
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/101.wav,0
261,"in other words, make sure that when you vote we keep our country stable and strong and fair
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/102.wav,0
262,"and the only way we can do that is by finishing the job, finishing it fairly, balancing the books, doing it fairly, and putting money into our public services
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/103.wav,1
263,"because that's the only way that we can create the society that I imagine we all want: a society where we have a stronger economy, and a fairer society where there is opportunity for everyone
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Clegg/104.wav,1
264,"Five years ago this country was on the brink we had millions of people unemployed and we had one of the biggest budget deficits anywhere in the world
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/1.wav,0
265,"for the last 5 years we've been working with the British people through a long-term economic plan and that plan is working
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/2.wav,1
266,"there are almost 2 million more people in work
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/3.wav,0
267,"it's a balance plan so we've invested in our NHS as well as reducing the deficit and we cut taxes for 30 million working people
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/4.wav,1
268,"and the plan's working because last year we had the fastest growing economy of any of the major Western countries
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/5.wav,1
269,"now tonight you're going to hear a lot of people claiming a lot of things
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/6.wav,0
270,"but please remember these are the same people who claimed that if we followed our plan unemployment would go up and that the deficit wouldn't come down the economy wouldn't grow the public services would be destroyed
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/7.wav,0
271,"they were wrong then and they are wrong now
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/8.wav,1
272,"the choice of this election is sticking with a plan that's working, or going back to the debt, taxes, borrowing and spending that got us in this mess in the first place
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/9.wav,1
273,"I say let's not go back to square one Britain can do so much better than that
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/10.wav,1
274,"well first of all what I'd say is that we've got a plan which is working: we've taken 3 million of the lowest paid people out of tax and we got almost 2 million people back into work
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/11.wav,1
275,"but I think what is absolutely crucial here is recognizing that what our plan involves is balance
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/12.wav,1
276,"we're gonna go on investing in the NHS every year as we have done under this government under the last Parliament
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/13.wav,0
277,"we're going to do that in the next parliament
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/14.wav,0
278,"we're going to find savings of one out of every pounds 100 that the government spends
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/15.wav,0
279,"and we need to do that for two more years just as we've done for the last 5 years
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/16.wav,1
280,"but the alternative to that plan is actually putting up taxes and I don't want to do that
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/17.wav,1
281,"I think that if we go back to the tax, the waste, the spending and the debt, all the things that got us into a mess in the first place, we wouldn't help working people we'd hurt working people, that's what Labour did last time, we mustn't let it happen again
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/18.wav,1
282,"Nick is wrong about our plans, because of course we are going to raise 5 billion from tax evasion and aggressive tax avoidance as we've done in this Parliament
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/19.wav,1
283,"now that's part of the balance plan that also involves putting more money into our NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/20.wav,0
284,"here's the point: we've got to understand why the deficit matters and why we got here
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/21.wav,0
285,"and the problem with the real choice is with Ed Miliband, who still thinks the last Labour government didn't tax too much, borrow too much, and spend too much and if you don't understand the mistakes of the past, you can't provide the leadership for the future
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/22.wav,1
286,"once again he's wrong: just this week we've introduced a diverted-profits tax to go off to these companies that make money in Britain and don't pay tax in Britain
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/23.wav,1
287,"but here's what Ed Miliband isn't telling you because he doesn't support any of the spending reductions and efficiencies we've had to make. He wants to make a very big cut. He wants to put up taxes and cut your pay going into your monthly payslip at the end of the month and taking your money out, because he thinks he can spend that money better than you
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/24.wav,0
288,"we have cut the deficit in half, we need to clear the rest of it and we'll do that in the coming years, but only if we stick to the plan, and the plan that is working; but it is worth remembering as we debate cuts why did these cuts have to happen, what is the truth about cuts?
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/25.wav,1
289,"well I've got the truth about cuts here: this is a copy of the letter that Labour left in the Treasury when we arrived in government 5 years ago and it says I'm sorry we've run out of money
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/26.wav,0
