Texto,labels,predicted_label
"All of the death caused at the border, telling the Ukrainian people that we're going to want a billion dollars or you change the prosecutor, otherwise you're not getting a billion dollars.",,0
Have I ever said that?,,0
That's quid pro quo.,,0
that we're not going to do anything we're not going to give you a billion dollars unless you change your prosecutor having to do with the sun this man is a criminal this man you're lucky you're lucky i did nothing wrong we'd have a system that was rigged and disgusting i did nothing wrong thank you president trump president biden you have said i'm coming right to you sir you well you want to respond go ahead i'll give you a minute to respond,,0
 the idea that i did anything wrong relative to what you're talking about is outrageous it's simply a lie number one number two the idea that you have a right to seek retribution against any american just because your president is wrong is simply wrong no president's ever spoken like that before no president in our history has spoken like that before number three  the crimes that you are still charged with and think of all the civil penalties you have how many billions of dollars do you own civil penalties for for molesting a woman in public for doing a whole range of things of having sex with a porn star on the night while your wife was pregnant i mean what what are you talking about you have the morals of an alley cat,,1
" I didn't have sex with a porn star, number one.",,0
"Number two, that was a case that was started and moved.",,0
"They moved a high-ranking official, a DOJ, into the Manhattan DA's office to start that case.",,0
That case is going to be appealed and won.,,0
"We had a very terrible judge, a horrible judge, Democrat.",,1
"The prosecutor were all high-ranking Democrats, appointed people, and both the civil  and the criminal he basically went after his political opponent because he thought it was going to damage me but when the public found out about these cases because they understand it better than he does he has no idea what these cases are but what he when they found out about these cases you know what they did my poll numbers went up way up you know that because you're reporting it  And we took in more money in the last two weeks than we've ever taken in in the history of any campaign.",,0
I don't think any campaign has ever taken hundreds of millions of dollars came pouring in because the public knows it's a scam.,,0
And it's a guy that's after his political opponent because he can't win fair and square.,,0
" The more they know about what he's done, yes.",,0
The more they know about what he's done.,,0
And there's a lot more coming.,,0
He's got a lot of cases down the road coming around.,,0
He's got a whole range of issues he has to face.,,0
"I don't know what the juries will do, but I do know he has a real problem.",,0
"And so the fact that, could you ever think you heard any president say that I'm going to seek retribution?",,0
Do you ever hear any presidents say that I thought Hitler had some good ideas?,,0
"What got me involved to run in the first place after my son had died, I decided in Iraq, because of Iraq, I said I wasn't going to run again until I saw what happened in Charlottesville, Virginia.",,0
"People coming out of the woods carrying swastikas on torches, torches, and singing the same anti-Semitic bio they sang back in Germany.",,1
And a young woman got killed.,,0
I spoke to the mother.,,1
"And they asked him, they said, what do you think of those people?",,0
"The people who, the ones who got killed, the one who tried to stop it, and the ones, he said, I think they're fine people on both sides.",,0
What American president would ever say?,,0
"Nazis coming out of fields, carrying torches, singing the same anti-Semitic bile, carrying swastikas.",,1
We're fine people.,,0
This is a guy who says Hitler's done some good things.,,0
I'd like to know what they are.,,0
"The good things Hitler's done, that's what he said.",,0
This guy has no sense of American democracy.,,1
 President Trump.,,0
"Jake, both of you know that story has been totally wiped out because when you see the sentence, it said 100 percent exoneration on this.",,0
So he just keeps it going.,,0
He says he ran because of Charlottesville.,,0
He didn't run because of Charlottesville.,,0
He ran because it was his last chance.,,0
He's not equipped to be president.,,0
You know it and I know it.,,1
It's ridiculous.,,1
We have a debate.,,0
"We're trying to justify his presidency, his presidency, his presidency.",,0
without question the worst president the worst presidency in the history of our country we shouldn't be having a debate about it there's nothing to debate he made up the charlottesville story and you'll see it's debunked all over the place every anchor has every reasonable actor has debunked it and just the other day it came out where it was fully debunked it's a nonsense story he knows that and he didn't run because of charlottesville he used that as an excuse to run,,1
And debunk.,,0
It happened.,,0
All you have to do is listen to what was said at the time.,,0
And the idea that somehow that's the only reason I ran.,,0
I ran because I was worried a guy like this guy could get elected.,,0
"If he thought they were good people coming out of that forest, carrying those woods, carrying those torches, then he didn't deserve to be president.",,0
Didn't deserve to be president at all.,,0
And the idea...  that he's talking about all this being fabricated we saw their own eyes we saw what happened on january 6 we saw the people breaking through the windows we saw people occupying their his own vice president look there's a reason why 40 of his 44 top cabinet officers refused to endorse him this time his vice president hasn't endorsed him this time so why why they know him well they serve with him why are they not endorsing him thank you president biden we're going to be right back with more from the cnn presidential debate,,1
" They acknowledge they made a lot of progress, number one.",,0
The fact of the matter is there's more small black businesses that have been started than any time in history.,,0
"Number two, the wages of black, black unemployment is the lowest level it's been in a long, long time.",,0
"Number three, we find them providing housing for black Americans and dealing with the segregation that exists among these corporate, these corporate rations that collude to keep people out of their houses.",,0
"And in addition to that, we find that the impact on the choice that black families have to make relative to childcare is incredibly difficult.",,0
"When we did the first major piece of legislation in the past, I was able to reduce black childcare costs.",,0
"I cut them in half, in half.",,0
We gotta make sure we provide for childcare costs.,,0
"We gotta make sure, because when you provide those childcare protections,  you increase economic growth because more people can be in the job market.",,0
"So there's more to be done, considerably more to be done.",,0
But we've done a great deal so far and I'm not letting up and they know it.,,0
 I say I don't blame them for being disappointed.,,0
Inflation is still hurting them badly.,,0
"For example, I provided for the idea that any black family first-time homebuyer should get a $10,000 tax credit to be able to buy their first home so they can get started.",,0
"I made sure that we're in a situation where all those black families and those black individuals who provided had to take out student loans that were ballooning  that if they were engaged in nursing, anything having to do with volunteerism, if they paid their bills for 10 years under student debt, all the rest is forgiven after 10 years.",,0
Millions have benefited from that.,,0
And we're going to do a whole lot more for Black families.,,0
"Thank you, President Trump.",,0
And he caused the inflation.,,0
He's blaming inflation.,,1
And he's right.,,0
It's been very bad.,,0
He caused the inflation and it's killing black families and Hispanic families and just about everybody.,,0
It's killing people.,,1
They can't buy groceries anymore.,,0
They can't.,,0
You look at the cost of food where it's doubled and tripled and quadrupled.,,0
They can't live.,,0
They're not living anymore.,,1
He caused this inflation.,,0
I gave him a country with no essentially no inflation.,,0
It was perfect.,,0
It was so good.,,0
All he had to do is leave it alone.,,0
He destroyed it with his Green News scam and all of the other all this money that's being thrown out the window.,,0
He caused inflation.,,0
"As sure as you're sitting there, the fact is that his big kill.",,0
on the black people is the millions of people that he's allowed to come in through the border they're taking black jobs now and it could be 18 it could be 19 and even 20 million people they're taking black jobs and they're taking hispanic jobs and you haven't seen it yet but you're going to see something that's going to be the worst in our history thank you president biden,,0
 There was no inflation when I became president.,,0
You know why?,,0
The economy was flat on its back.,,0
Fifteen percent unemployment.,,0
"He decimated the economy, absolutely decimated the economy.",,1
That's why there was no inflation at the time.,,0
There were no jobs.,,0
"We provided thousands of millions of jobs for individuals who were in rural communities, including minority communities.",,0
We made sure that they have health insurance.,,0
We have covered with the ACA has increased.,,0
"I made sure that they're $8,000 per person in the family to get written off for the health care.",,0
But this guy wants to eliminate that.,,0
They tried 50 times.,,0
He wants to get rid of the ACA again.,,0
And they're going to try again if they win.,,0
You find ourselves in a position where the idea that we're not doing it.,,0
I put more.,,0
We put more police on the street than any administration has.,,0
He wants to cut the cops.,,0
"We're providing for equity, equity and making sure people have a shot to make it.",,0
There's a lot going on.,,0
"But in inflation, he caused it by his tremendous malfeasance in the way he handled the pandemic.",,1
" Let me just go back to what he said about the police, how close the police are to him.",,0
Almost every police group in the nation from every state is supporting Donald J. Trump.,,0
Almost every police group.,,0
"And what he's done to the black population is horrible, including the fact that for 10 years he called them super predators.",,0
"We can't, in the 1990s, we can't forget that.",,0
"Super predators was his name, and he called it to them for 10, and they've taken great offense at it, and now they see it happening.",,0
"But when they see what I did for criminal justice reform and for the historically black colleges and universities where I funded them and got them all funded, and the Opportunity Zones with Tim, as you know, Tim Scott was incredible.",,0
"He did a great job, great senator from South Carolina.",,0
"He came to me with the idea, and it was a great idea.",,0
"It's one of the most successful economic development acts ever in the country, Opportunity Zones.",,0
And the biggest beneficiary are blacks.,,0
And that's why we have the best numbers with them in maybe ever.,,0
They're saying ever.,,0
I read this morning we're ever the best numbers.,,0
He's lost much of the black population because he's done a horrible job for black people.,,0
He's also done a horrible job for Hispanics.,,0
But wait till you see these millions of people pouring into our country and they're going to take the jobs.,,0
And it's already started.,,0
And you haven't seen anything yet.,,0
It's a disaster.,,1
So I want absolutely immaculate clean water and I want absolutely clean air.,,1
And we had it.,,0
We had H2O.,,0
We had the best numbers ever.,,0
And we did.,,0
"We were using  all forms of energy, all forms, everything.",,0
"And yet, during my four years, I had the best environmental numbers ever.",,0
"And my top environmental people gave me that statistic just before I walked on the stage, actually.",,0
 I don't know where the hell he's been.,,0
The idea that he said is true.,,0
"I passed the most extensive climate change legislation in history, in history.",,0
"We find ourselves, and by the way, black colleges, I came up with $50 billion for HBCUs, historic black universities and colleges, because they don't have  They don't have the kind of contributors that they have to build these laboratories and the like.",,0
Any black student is capable in college of doing what any white student can do.,,0
"They just have the money, but now they'll be able to get those jobs in high tech.",,0
"We're in a situation where the idea that he is claiming to have done something that had the cleanest water,  cleanest water he hadn't done a damn thing in the environment he out of the paris peace accord common accord i immediately joined it because if we reach 1.5 degrees celsius at any one point where there's no way back the only existential threat to humanity is climate change and he didn't do a damn thing about it he must undo all that i've done",,0
 The Paris Accord was going to cost us a trillion dollars and China nothing and Russia nothing and India nothing.,,0
It was a rip off of the United States.,,0
And I ended it because I didn't want to waste that money because they treat us horribly.,,1
We were the only ones who was costing us money.,,0
Nobody else was paying into it.,,0
And it was it was a disaster.,,1
"But everything that he said just now, I'll give you an example.",,0
I heard him say before insulin.,,0
I'm the one that got the insulin down for the seniors.,,0
I took care of the seniors.,,0
"What he's doing is destroying all of our medical programs because the migrants coming in, they want everybody.",,0
"And look, I have the biggest heart on the stage.",,0
I guarantee you that.,,0
And I want to take care of people.,,0
But we're destroying our country.,,1
"They're taking over our schools, our hospitals, and they're going to be taking over Social Security.",,0
"He is destroying Social Security, Medicare and Medicaid.",,0
" The idea is that we, in fact, we were the only ones of consequence.",,0
We're not.,,0
We're not members of the Paris Accord.,,0
How can we do anything?,,0
We're not able.,,0
The United States can't get us.,,0
"under control, one of the largest polluters in the world, number one.",,0
We're making significant progress.,,0
"By 2035, we will have cut pollution in half.",,0
"We have made significant progress, and we're continuing to make progress.",,0
"We set up a climate corps for thousands of young people to learn how to deal with, just like the Peace Corps.",,0
And we're moving in directions that are going to significantly change the elements of cause of pollution.,,0
"But the idea that he claims that he has the biggest heart up here and he's really concerned about pollution and about climate, I've not seen any indication of that.",,1
"And by the way, with regard to prescription drugs, one company agreed that they would reduce the price to $35, which I was calling for one voluntarily.",,0
"I made sure every company in the world, every pharmaceutical company cannot have to pay.",,0
Thank you.,,0
" Yes, make the very wealthy begin to pay their fair share.",,0
"Right now, everybody making under $170,000 pays 6% of their income, of their paycheck, every single time they get a paycheck from the time of the first one they get when they're 18 years old.",,0
"The idea that they're going to, I'm not proposing that everybody, they pay...",,0
"The millionaires pay 1%, 1%.",,0
"So no one after, I would not raise the cost of Social Security for anybody under $400,000.",,0
"After that, I began to make the wealthy begin to pay their fair share by increasing from 1% beyond to be able to guarantee the program for life.",,0
"Well, that one enough will keep it solvent.",,0
"But the biggest thing I'll do if we defeat this man, because he wants to get rid of Social Security.",,0
He thinks there's plenty to cut in Social Security.,,0
He's wanting to cut Social Security and Medicare.,,0
both times.,,0
"And if you look at the program put forward by the House Republican caucus that he supports, is in fact wanting to cut it as well.",,0
The idea that we don't need to protect our seniors is ridiculous.,,0
"And by the way, the American public has greater health care coverage today than ever before.",,0
"And on the ACA, as I said, you're in a circumstance where 400,000 people, I mean 40 million people would not have insurance because they have a pre-existing condition.",,0
Only allows them to have that insurance is the fact that they in fact are part of the ACA.,,0
"And by the way, the other thing is we're in a situation where I talk about education for  black communities.",,0
"I've raised the number, the amount of money for Pell Grants by another $8,000.",,0
"Anybody making under $70,000 a year is going to be able to get $15,000 toward their tuition.",,0
He just doesn't know what he's talking about.,,1
 So I've dealt with politicians all my life.,,0
I've been on this side of the equation for the last eight years.,,0
I've never seen anybody lie like this guy.,,1
He lies.,,1
I've never seen if he could look you in the face.,,0
"So about so many other things, too.",,0
And we mentioned the laptop.,,0
"We mentioned Russia, Russia, Russia, Ukraine, Ukraine, Ukraine.",,0
Everything he does is a lie.,,0
It's misinformation and disinformation.,,0
The losers and suckers story that he made up is a total lie on the military.,,1
It's a disgrace.,,1
But Social Security.,,0
"He's destroying it because millions of people are pouring into our country, and they're putting them onto Social Security.",,0
"They're putting them onto Medicare, Medicaid.",,0
They're putting them in our hospitals.,,0
They're taking the place of our citizens.,,1
"What they're doing to the VA, to our veterans, is unbelievable.",,0
"Our veterans are living in the street, and these people are living in luxury hotels.",,0
"He doesn't know what he's doing, and it's really coming back.",,0
I've never seen such anger in our country before.,,1
President Biden?,,0
" The idea that veterans are not being taken care of, I told you before.",,0
"And by the way, when I said suckers and losers, he said he acknowledged after that he fired that general.",,1
That general got fired because he's the one that acknowledged that that's what he said.,,0
"He was the one standing with Trump when he said it, number one.",,0
"Number two, the idea that we're going to be in a situation where all these millions and millions, the way he talks about it, illegal aliens are coming into the country and taking away our jobs.",,0
"There's a reason why we have the fastest-growing economy in the world, the reason why we have the most successful economy in the world.",,0
We're doing better than any other nation in the world.,,0
"And by the way, those 15 Nobel laureates he talked about being phony, those 15 Nobel laureates, economists, they all said that if Trump is reelected, we're likely to have a recession.",,1
and and inflation is going to increasingly go up and by the way worst president history 159 presidential scholars voted in him the worst president in the history of united states of america,,0
" Just to go back, the general got fired because he was no good.",,0
"And if he said that, that's why he made it up.",,0
"But we have 19 people that said I didn't say it, and they're very highly respected, much more so than him.",,0
"The other thing is, he doesn't fire people.",,0
He never fired people.,,0
I've never seen him fire anybody.,,0
I did fire a lot.,,0
I fired Comey because he was no good.,,0
"I fired a lot of the top people at the FBI, drained the swamp.",,0
They were no good.,,0
Not easy to fire people.,,0
"You'd pay a price for it, but they were no good.",,0
I inherited these people.,,0
I didn't put Comey there.,,0
He was no good.,,0
I fired him.,,0
This guy hasn't fired anybody.,,0
He never fires.,,0
"He should have fired every military man that was involved with that Afghan, the Afghanistan horror show, the most embarrassing moment in the history of our country.",,1
He didn't fire.,,0
Did you fire anybody?,,0
Did you fire anybody that's on the border that's allowed us to have the worst border in the history of the world?,,0
"Did anybody get fired for allowing 18 million people, many from prisons, many from mental institutions?",,0
Did you fire anybody that allowed our country to be destroyed?,,0
"Joe, our country is being destroyed as you and I sit up here and waste a lot of time on this debate.",,0
This shouldn't be a debate.,,0
He is the worst president.,,1
He just said it about me because I said it.,,0
"But look, he's the worst president in the history of our country.",,1
He's destroyed our country.,,1
Now all of a sudden he's trying to get a little tough on the border.,,0
"He came out with a...  nothing, a nothing deal.",,1
"And it reduced it a little bit, a little bit like this much.",,0
It's insignificant.,,0
He wants open borders.,,0
He wants our country to either be destroyed or he wants to pick up those people as voters.,,0
And I don't think we just can't let it happen.,,0
"If he wins this election, our country doesn't have a chance, not even a chance.",,1
"of coming out of this rut, we probably won't have a country left anymore.",,0
That's how bad it is.,,0
He is the worst in history by far.,,1
We are the most admired country in the world.,,0
We're the United States of America.,,1
There's nothing beyond our capacity.,,0
We have the finest military in the history of the world.,,0
The finest in the history of the world.,,0
No one thinks we're weak.,,0
No one wants to screw around with us.,,0
Nobody.,,0
Number one.,,0
"Number two, the idea that we're talking about worse presidents.",,0
I wasn't joking.,,0
Look it up or go online.,,0
"159 or 58, don't hold me to the exact number, presidential historians, they've had meetings and they voted who was the worst president in American history, one through best to worst.",,0
They said he was the worst in all of American history.,,1
That's a fact.,,0
That's not conjecture.,,0
"He can argue they're wrong, but that's what they voted.",,0
"The idea that he is doing anything to deal with childcare,  He did very virtually nothing to child care.",,0
We should significantly increase the child care tax credit.,,0
We should significantly increase the availability of women and men or single parents to be able to go back to work.,,0
"And we should encourage businesses to hold, to have.",,0
Just so you understand.,,0
We have polling.,,0
We have other things that they rate him the worst because what he's done is so bad.,,0
And they rate me.,,0
I'll show you.,,0
I will show you.,,0
And they rate me one of the best.,,0
"OK. And if I'm given another four years, I will be the best.",,0
I think I'll be the best.,,0
Nobody's ever.,,0
created an economy like us.,,0
Nobody ever cut taxes like us.,,0
He's the only one I know.,,0
He wants to raise your taxes by four times.,,0
He wants to raise everybody's taxes by four times.,,0
"He wants the Trump tax cuts to expire so everybody, including the two of you, are going to pay four to five times.",,0
Nobody ever heard of this before.,,0
All my life I'd grow up and I'd see politicians talking about cutting taxes.,,0
"When we cut taxes, as I said, we did more business.",,0
"Apple and all these companies, they were bringing money back into our country.",,0
 the worst president in history by far and everybody knows it president biden look the fact of the matter is that he's dead wrong about he's increased the terror he's increased he will increase the uh taxes on middle class people i said i'd never raised the tax upon anybody i'm making less than four hundred thousand dollars i didn't but this tariff is ten percent tariffs everything coming into the country you know what the economists say that's going to cost the average american the  two thousand five hundred dollars a year more because they're gonna have to pay the difference in food and all the things that are very important number two he's in a situation where he talks about how he has not raised he's he's somehow helped the middle class  The middle class has been devastated by you.,,0
"Now you want a new tax cut of $5 trillion over the next 10 years, which is going to fundamentally bankrupt the country.",,0
"You have the largest deficit of any president in American history, number one.",,0
"Number two, you have not, in fact, made any contact, any progress with China.",,0
We are the lowest trade deficit with China since 2010.,,0
"Thank you, President Biden.",,0
To finish up?,,0
We now have the largest deficit in the history of our country under this guy.,,0
We have the largest deficit with China.,,0
He gets paid by China.,,0
He's a Manchurian candidate.,,0
He gets money from China.,,0
So I think he's afraid to deal with it or something.,,0
But do you notice he never took out my tariffs because we bring in so much money with the tariffs that I imposed on China.,,0
He never took them away.,,0
He can't because it's too much money.,,0
It's tremendous.,,0
"And we saved our steel industries, and there was more to come.",,0
But he hasn't done that.,,0
"But he hasn't cut the tariffs because he can't, because it's too much money.",,0
"But he's got the largest deficit in the history of our country, and he's got the worst situation with China.",,1
China is going to own us if you keep allowing them to do what they're doing to us as a country.,,1
"They are killing us as a country, Joe, and you can't let that happen.",,0
You're destroying our country.,,1
"Jake, we were doing very well at addiction until the COVID came along.",,0
"We had the two and a half, almost three years like nobody's ever had before, any country, in every way.",,0
And then we had to get tough.,,0
"And the drugs pouring across the border, it started to increase.",,0
We got great equipment.,,0
"We bought the certain dog that's the most incredible thing that you've ever seen, the way they can spot it.",,0
We did a lot.,,0
"And we were getting very low numbers, very, very low numbers.",,0
Then he came along.,,0
"The numbers, have you seen the numbers now?",,0
"It's not only the 18 million people that I believe is even low, because the gotaways, they don't even talk about gotaways.",,0
"But the numbers of the amount of drugs and human trafficking in women coming across our border, the worst thing I've ever seen at numbers that nobody's ever seen under him because the border is so bad.",,1
But the number of drugs coming across our border now is the largest we've ever had by far.,,0
Fentanyl and the byproducts of fentanyl went down for a while.,,0
"And I wanted to make sure we use the machinery that can detect fentanyl, these big machines that roll over everything that comes across the border.",,0
And it costs a lot of money.,,0
"That was part of this deal we put together, this bipartisan deal.",,0
"More fentanyl machines, more to be able to detect drugs, more numbers of  of agents, more numbers of all the people at the border.",,0
"And when we had that deal done, he called his Republican colleagues and said, don't do it.",,0
It's going to hurt me politically.,,0
He never argued it's not a good bill.,,0
It's a really good bill.,,0
We need those machines.,,0
We need those machines.,0.0,0
And we're coming down very hard in every country in Asia in terms of precursors for fentanyl.,,0
And Mexico is working with us to make sure they don't have the technology to be able to put it together.,,0
That's what we have to do.,,0
We need those machines.,0.0,0
 Because this does pertain to it.,,0
He ended Remain in Mexico.,,0
He ended Catch and Release.,,0
"I made it Catch and Release in Mexico, not Catch and Release here.",,0
"We had so many things that we had done, hard negotiations with Mexico, and I got it all for nothing.",,0
It's just like when you have a hostage.,,0
We always pay $6 billion for every time there's a hostage.,,0
"Now we have a hostage, a Wall Street Journal reporter.",,0
I think a good guy.,,0
"And he's over there because Putin is laughing at this guy, probably asking for billions of dollars for the reporter.",,0
I will have him out very quickly as soon as I take office.,,0
"Before I take office, I said by literally as soon as I win the election, I will have that reporter out.",,0
He should have had him out a long time ago.,,0
But Putin's probably asking for billions and billions of dollars because this guy pays it every time.,,0
We had two cases.,,0
We paid $6 billion for five people.,,0
"I got 58 people out, and I paid essentially nothing.",,0
" Well, first of all, I spent half my career being criticized, being the youngest person in politics.",,0
"I was the second youngest person ever elected to the United States Senate, and now I'm the oldest.",,0
This guy's three years younger and a lot less competent.,,1
I think that just look at the record.,,0
Look at what I've done.,,0
Look how I've turned around the horrible situation he left me.,,0
"As I said, 50 million new jobs, 800,000 manufacturing jobs, more investment in America.",,0
over billions of dollars in private investment in enterprises that we are growing.,,0
"By the way, we brought an awful lot of people, the whole idea of computer chips.",,0
We used to have 40% of the market.,,0
We invented those chips and we lost it because he was sending people to find the cheapest jobs overseas and to bring home a product.,,0
So I went to South Korea.,,0
I convinced Samsung to invest billions of dollars here in the United States.,,0
And guess what?,,0
"Those fabs they call to build these chips, those fabs pay over $100,000.",,0
You don't need a college degree for them.,,0
"And there's billions, about $40 billion already being invested and being built right now in the United States creating significant jobs for Americans from all over the world.",,0
"Yeah, I would.",,0
The idea that somehow we are this failing country.,,0
I never heard a president talk like this before.,,0
We're the envy of the world.,,1
Name me a single major country president who wouldn't trade places with the United States of America for all our problems and all our opportunities.,,0
We're the most progressive country in the world in getting things done.,,0
We're the strongest country in the world.,,0
"We're a country in the world who keeps our word, and everybody trusts us, all of our allies, and those who he coddles up to from Kim Jong-un, who he sends love letters to, and Putin, et cetera.",,0
They don't want to screw around with us.,,0
"Well, I took two tests, cognitive tests.",,0
"I aced them, both of them, as you know.",,0
We made it public.,,0
He took none.,,0
"I'd like to see him take one, just one, a real easy one.",,0
"Like, go through the first five questions.",,0
He couldn't do it.,,0
But I took two cognitive tests.,,0
I took physical exams every year.,,0
"And, you know, we knock on wood, wherever we may have wood, that I'm in very good health.",,0
"I just won two club championships, not even senior, two regular club championships.",,0
"To do that, you have to be quite smart and you have to be able to hit the ball a long way.",,0
And I do it.,,0
He doesn't do it.,,0
He can't hit a ball 50 yards.,,0
He challenged me to a golf match.,,0
He can't hit a ball 50 yards.,0.0,0
I think I'm in very good shape.,,0
"I feel that I'm as in good shape as I was 25, 30 years ago.",,0
"Actually, I'm probably a little bit lighter.",,0
But I'm in as good a shape as I was years ago.,,0
I feel very good.,,0
I feel the same.,,0
But I took I was willing to take a cognitive test.,,0
And you know what?,,0
"If I didn't do well, I aced him.",,0
"Dr. Ronny Jackson, who's a great guy when he was White House doctor.",,0
"And then I took another one, a similar one.",,0
And both one of them said they've never seen anybody ace him.,,0
 You can see he is 6'5 and only 235 pounds.,,0
"Well, you said 6'4, 200.",,0
"Well, anyway, just take a look at what he says he is and take a look at what he is.",,0
"Look, I'd be happy to have a driving contest with him.",,0
"The reason I got my handicap, which when I was vice president, down to a six.",,0
"And by the way, I told you before, I'm happy to play golf if you carry your own bag.",,0
Think you can do it?,,0
That's the biggest lie.,,1
He's a six handicap of all.,,0
I was eight handicap.,,0
Yeah.,,0
Eight.,,0
I've seen you swing.,,0
I know you swing.,,0
Let's not act like children.,,0
"President Trump, we're going to turn.",,0
Let's not act like children.,0.0,0
" Well, I shouldn't have to say that, but of course I believe that.",,0
It's totally unacceptable.,,0
"And if you would see my statements that I made on Twitter at the time, and also my statement that I made in the Rose Garden, you would say it's one of the strongest statements you've ever seen.",,0
"In addition to the speech I made in front of, I believe, the largest crowd I've ever spoken to, and I will tell you, nobody ever talks about that.",,0
They talk about  a relatively small number of people that went to the Capitol and in many cases were ushered in by the police.,,0
"And as Nancy Pelosi said, it was her responsibility, not mine.",,0
She said that loud and clear.,,0
"But the answer is, if the election is fair, free, and I want that more than anybody.",,0
And I'll tell you something.,,0
i wish he was a great president because i wouldn't be here right now i'd be at one of my many places enjoying myself i wouldn't be under indictment because i wouldn't have been his political appoint you know opponent because he indicted me because i was his opponent i wish he was a great president i would rather have that i wouldn't be here i don't mind being here but the only reason i'm here is he's so bad as a president  that I'm going to make America great again.,,0
We're going to make America great again.,,1
We're a failing nation right now.,,0
We're a seriously failing nation.,,0
And we're a failing nation because of him.,,0
His policies are so bad.,,0
His military policies are insane.,,1
They're insane.,,1
These are wars that will never end with him.,,0
He will drive us into World War III.,,0
And we're closer to World War III than anybody can imagine.,,0
"We are very, very close to World War III, and he's driving us there.",,0
"And Kim Jong-un and President Xi of China, Kim Jong-un of North Korea, all of these, Putin, they don't respect him.",,0
They don't fear him.,,0
"They have nothing going with this gentleman, and he's going to drive us into World War III.",,1
" You want a World War III, let him follow and win and let Putin say, do what you want, NATO.",,0
Just do what you want.,,0
"There's a thing called Article V, an attack on one is an attack on all, a required response.",,0
"The idea, the idea, I can't think of a single major leader in the world who wouldn't trade places with the job I've done and what they've done.",,0
because we are a powerful nation we have wonderful peace because of the people not me it's because of the american people they're capable of anything and they step up when they're needed and right now we're needed we're needed to protect the world because our own safety is at stake and again you want to have a war just let putin go ahead and take kiev make sure they move on see what happens in poland hungary and other places along that border then you have a war,,0
"Just to finish what he said, if I might.",,0
"Russia, they took a lot of land from Bush.",,0
They took a lot of land from Obama and Biden.,,0
"They took no land, nothing from Trump, nothing.",,0
He knew not to do it.,,0
He's not going to play games with me.,,0
He knew that.,,0
"I got along with him very well, but he knew not to play games.",,0
He took nothing from me.,,0
But now he's going to take the whole thing from this man right here.,,0
That's a war that should have never started.,,0
It would have never started ever with me.,,0
And he's going to take Ukraine.,,0
"And, you know, you asked me a question before, would you do this?",,0
He's got us in such a bad position right now with Ukraine and Russia.,,0
Because Ukraine's not winning that war.,,0
"He said, I will never settle until such time.",,0
They're running out of people.,,0
They're running out of soldiers.,,0
They've lost so many people.,,0
It's so sad.,,0
"They've lost so many people, and they've lost those gorgeous cities with the golden domes that are 1,000 years old, all because of him and stupid decisions.",,0
Russia would have never attacked if I were president.,,0
 if it's a fair and legal and good election absolutely i would have much rather accepted these but the the fraud and everything else was ridiculous and if you want we'll have a news conference on it in a week or we'll have another one of these on in a week but i will absolutely there's nothing i'd rather do it would be much easier for me to do that  then I'm running again.,,0
I wasn't really going to run until I saw the horrible job he did.,,0
He's destroying our country.,,1
I would be very happy to be someplace else in a nice location someplace.,,0
"And again, no indictments, no political opponent stuff, because it's the only way he thinks he can win.",,0
"But unfortunately, it's driven up by numbers and driven up to a very high level because the people understand it.",,0
 Let's see what your numbers are when this election is over.,,0
Let's see.,,0
You're a whiner.,,1
"When you lost the first time, you continued, you appealed and appealed to courts all across the country.",,0
"Not one single court in America said any of your claims had any merit, state or local, none.",,0
But you continue to provoke...  this lie about somehow there's all this misrepresentation all this stealing there is no evidence of that at all and i tell you what i doubt whether you'll accept it because you're such a whiner the idea if you lose again you accepted anything you can't stand the loss something snapped in you and you lost the last time we'll be right back with more from the cnn presidential debate live from georgia,,1
We've made significant progress from the debacle that was left by President Trump in his last term.,,0
"We find ourselves in a situation where, number one, we have to make sure that we have a fair tax system.",,0
"I ask anyone out there in the audience, or anyone out watching this debate, do you think the tax system is fair?",,0
"The fact is that, I said, nobody making under $400,000 had a single penny  increasing their taxes and will not.",,0
"And if I'm reelected, that will be the case again.",,0
"But this guy has increased your taxes because of the deficit, number one.",,0
He's increased inflation because of the debacle he left after the way he handled the pandemic.,,0
And he finds himself in a position where he now wants to tax you more by putting a 10% tariff on everything that comes into the United States of America.,,0
"What I did, for example, he wants to get rid of the ability of Medicare for the ability for us to be able to negotiate drug prices with the big pharma companies.",,0
"Well, guess what?",,0
We got it.,,0
"We got it down to $35 for insulin instead of $400, no more than $2,000 for every senior, no matter how much prescription they need.",,0
You know what that did?,,0
That reduced the federal debt by $160 billion over 10 years because the government doesn't have to pay the exorbitant prices.,,0
I'm going to make that available to every senior.,,0
"all along, and it's happening now, and everybody in America.",,0
He wants to get rid of that.,,0
I'm going to make sure that we have child care.,,0
We're going to significantly increase the credits people have for child care.,,0
I'm going to make sure we do something about what we're doing on lead pipes and all the things that are causing health problems for people across the country.,,0
We're going to continue to fight to bring down inflation and give people a break.,,0
" like so many politicians this man is just a complainer he said we want to do this we want to do that we want to get rid of this tax that tax but he doesn't do anything he doesn't do all he does is make our country unsafe by allowing millions and millions of people to pour in our military doesn't respect him we look like fools in afghanistan uh we didn't stop israel it was such a horrible thing that would have never happened it should have never happened iran was broke  Anybody that did business with Iran, including China, they couldn't do business with the United States.",,1
They all passed.,,0
Iran was broke.,,0
"They had no money for Hamas or Hezbollah for terror, no money whatsoever.",,0
"Again, Ukraine should have never happened.",,0
