Texto,Etiqueta
We're providing that young woman with help.,1.0
"Values begin at the top, in the White House.",0.0
Those are the values I want to bring to the presidency and to the White House beginning in January of 1989.,0.0
"I'm saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention.",1.0
And Mr. Bush is right - the two go hand in hand.,0.0
"But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don't understand that that sends out a very, very bad message to our young people, it's a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you.",1.0
"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",0.0
But we also have to take demand seriously.,0.0
"You know, we have five percent of the world's population in this country.",0.0
We're consuming 50 percent of the world's cocaine.,0.0
And in my state I'm proud to say we've organized a drug education and prevention program which the Federal Drug Enforcement Administration says is a model for the country.,1.0
We're helping youngsters; we're reaching out to them.,0.0
"And we're beginning with drug education and prevention beginning in the early elementary grades in every elementary school in our state, and that's the kind of effort we need in every elementary school in the United States of America.",0.0
"And we've got to begin early, in the first, second and third grade, before our youngsters begin to experiment with these very, very dangerous substances.",0.0
"I guess the question I would ask of Mr. Bush is how we instill those values, how we create this environment for the drug free schools that we want in this country.",1.0
"Well, the other day my opponent was given a briefing by the CIA.",0.0
I asked for and received the same briefing.,0.0
I am very careful in public life about dealing with classified information.,0.0
And what I'm about to say is unclassified.,0.0
Seven administrations were dealing with Mr. Noriega.,0.0
It was the Reagan-Bush administration that brought this man to justice.,0.0
"And as the governor of Massachusetts knows, there was no evidence that governor - that Mr. Noriega was involved in drugs, no hard evidence until we indicted him.",0.0
And so I think it's about time we get this Noriega matter in perspective.,0.0
Panama is a friendly country.,0.0
"I went down there and talked to the president of Panama about cleaning up their money laundering, and Mr. Noriega was there, but there was no evidence at that time, and when the evidence was there, we indicted him.",0.0
And we want to bring him to justice.,0.0
And so call off all those pickets out there that are trying to tear down seven different administrations.,0.0
"Yes, I've been very specific about those, John.",0.0
"And let me lay out for you my own strategy for bring that deficit down, because as a chief executive that's balanced ten budgets in a row, I've had to make those tough decisions and those tough choices.",0.0
"First, I've suggested that there are certain weapons systems which we don't need and we can't afford.",0.0
"Mr. Bush has been critical of me for that, but I think those are the kinds of tough choices you have to make.",0.0
"I've also suggested that there are weapons systems that we should proceed on, and I've outlined those in detail.",0.0
"Secondly, we've got to invest in economic growth in this country, in every part of this country.",0.0
Building that kind of growth expands revenues and helps to bring down that deficit.,0.0
"Thirdly, we have to bring interest rates down, and we will as we come up with a good, solid plan with the Congress for bringing that deficit down.",0.0
"And, finally, we've got to go out there and collect billions and billions of dollars in taxes owed that aren't being paid to this country.",0.0
It's very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected.,1.0
I've also suggested that on the domestic side there are areas where we can make some cuts.,0.0
"We ought to be able to come up with an agricultural policy in this country that gives our farm families a fair price and a decent future without spending $20-25 billion a year, which is what we've been doing under this administration.",0.0
"We can help people to live better lives, and at the same time save money by helping hundreds of thousands of families on welfare to get off or welfare, and to become productive citizens again.",0.0
The thing I don't understand about Mr. Bush's approach to this is how he could possibly be serious about bringing that deficit down given what he says he wants to do.,0.0
"He seems to want to spend a great deal of money on just about every weapon system; he says he's against new taxes, although he's broken that pledge at least times in the last year that I know of; he wants to give the wealthiest taxpayers in this country a five year, $40 billion tax break.",0.0
He also wants to spend a lot of money on additional programs.,0.0
"If he keeps this up, he's going to be the Joe Isuzu of American politics.",1.0
(Laughter)  But I hope you won't take my five seconds away from me.,0.0
Is this the time to unleash our one-liners?,0.0
That answer was about as clear as Boston harbor.,0.0
"There are so many things there, I don't quite know where to begin.",0.0
"When you cut capital gains, you put people to work.",0.0
John Kennedy proposed cutting capital gains.,1.0
"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",1.0
It's not going to cost the government money.,0.0
"It's going to increase revenues to the federal government, and it's going to create jobs.",0.0
So that's one of the things that I think makes a big difference between us.,0.0
"Massachusetts doesn't have an enormous defense budget, but nevertheless, the governor raised taxes five different times.",0.0
That happens to be a fact.,0.0
"And so let's kind of stay on the issue, and I have made a specific proposal for what I call a flexible freeze.",0.0
"And it permits - economists on the East Coast and West think it's good - it permits the president to sort out the priorities, and we continue to grow because I will not raise taxes.",1.0
I think it's the Republican Party and my concern to bring it down.,0.0
"And presidential leadership that I want to provide in this area will bring it down, but we've got to get the Democrats - Congress under control.",0.0
"They do all the spending, they appropriate every dime and tell us how to spend every dime.",0.0
"I'd like to ask the Governor to join in getting for the president what 43 governors have, the line-item veto.",0.0
He has to operate in Massachusetts under a balanced budget proviso.,0.0
I would like a balanced budget amendment.,0.0
But the dynamics of the economy - we cut the taxes and revenues are up by 25 percent in three years.,0.0
So the problem is - it's not that the working is being taxed too little or the person working out - the woman working in some factory being taxed too little.,0.0
It is that we are continuing to spend too much.,0.0
"So, my formula says grow at the rate of inflation.",0.0
Permit the president to set the priorities on where we do the spending.,0.0
"And remember the Federal deficit has come down $70 billion in one year, in 1987.",0.0
And if we - and the - actually this year Congress is doing a little better in controlling the growth of spending.,0.0
Spending was only up something like 4 percent.,0.0
"So, it isn't that we're taking too little - from taxpayer - we're spending too much still.",0.0
"And the formula I've given you works, we've put it through a good economic model, we've got good economists on the West Coast, Michael Boskin and Marty Feldstein up there who's a very respected economist in the - Massachusetts.",1.0
"And they agree, that if we can do what I've said, we can get it down without going and socking the American taxpayer once again.",1.0
"Capital gains, one more point on that, please let's learn from history.",0.0
"A capital gains differential will increase jobs, increase risk taking, increase revenues to the Federal Government.",0.0
"Well, I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully.",1.0
"What he's proposing after over a trillion in new debt which has been added in the Federal debt in the course of the past eight years, an IOU our children and grandchildren will be paying for years, is a tax cut for the wealthiest one percent of the people in this country, an average of about $30,000 that we're going to give to people making $200,000 a year.",0.0
Why that's more than the average teacher makes.,0.0
"We've had enough of that, ladies and gentlemen.",1.0
We've run up more debt in the last eight years than under all the presidents from George Washington to Jimmy Carter combined.,0.0
"It's time for a chief executive who can make tough choices, can work with the Congress, can get that deficit down and begin to build a strong fiscal foundation under this country.",0.0
"One thing I will not do is sock every business in the country and, thus, throw some people out of work.",0.0
I want to keep this economic recovery going.,0.0
What I will do is permit people to buy into Medicaid.,0.0
I believe that's the answer.,0.0
I am proud to have been part of an administration that past the first catastrophic health bill.,0.0
And in that there are some Medicaid provisions that will be very helpful to the very kind of people we're talking about here.,0.0
But we've got to keep going forward without killing off the engine and throwing people out of work.,1.0
"So, the answer lies, it seems to me, in full enforcement of the catastrophic program.",0.0
"It lies to me in flexibility in Medicaid so people at the lowest end can buy in there and get their needs covered and then it also - I do not want to see us mandate across the board that every company has to do this, because I really think that marginal operators are going to go say, ""We can't make it.""",0.0
And I think then you're going to see that people are put out of work.,0.0
"All these programs - and this cost on his - is - was - I saw an estimate, I'd love to know what he thinks, $35 - $40 billion - and it seems to me that somebody pays that.",0.0
There isn't any such thing as something free out there.,0.0
It either gets passed along as increased prices or it gets passed along by people being put out of work so the business can continue to compete.,0.0
"So, I think we ought to do it in the Medicaid system.",0.0
I think we ought to do it by full enforcement of the catastrophic health insurance.,0.0
I think we ought to do it by everybody doing what they can do out of conscience.,0.0
It's a terrible problems in terms of flexibility on private insurance.,0.0
But I just don't want to mandate it and risk putting this - setting the recovery back.,0.0
"But, George, that's no answer.",0.0
"You don't like the answer, but it's an answer.",0.0
"Well, no, it's no answer to those 37 million people, most of them members of working families who don't have a dime of health insurance and don't know how to pay the bills if their kids get sick at night.",0.0
"I was in Houston on Tuesday meeting with a group of good citizens, working citizens.",1.0
All of them with little or no health insurance.,1.0
One of them was a father who had been laid off a few months ago and lost his health insurance.,1.0
My state just became the only state in the nation to provide for universal health care and we did it with the support of the business community and labor and the health care community and with virtually everybody in the state.,0.0
"The fact of the matter is that employers who today are insuring their employees are paying the freight, because they're paying for those who aren't.",0.0
And I think it's time that when you got a job in this country it came with health insurance.,0.0
That's the way we're going to provide basic health security for all of the citizens of this country of ours.,0.0
"Well, Anne, let me just say before I answer your question that I didn't know that the Vice President attacked our program in Massachusetts.",0.0
I hope he hasn't.,0.0
Because has won the support of a great many people all over the state and I think it's a model for what I hope we can do across the country.,1.0
"But when I proposed my plan this past Tuesday, he or one of his spokesmen called it socialized medicine.",1.0
"The last time the Vice President used that phrase, I suspect he remembers it, don't you?",1.0
It was in 1964 and that's what he called Medicare.,1.0
"Well, he was wrong then and he's wrong now.",1.0
"It's the single most important public health crisis, single most important public health emergency we've had in our lifetimes and I think there are a number of things we have to do including supporting legislation which is now moving through the Congress, which will commit this nation to the resources to find a cure which will provide broad education and prevention, which will provide sensitive and caring treatment for the victims of AIDS.",1.0
I think we have to demonstrate some flexibility and I think the FDA is attempting to do so now in trying to make it possible for new and experimental drugs to be available to people who are at risk at AIDS and I would hope that we could bring that kind of a policy to bear beginning in January.,0.0
And I would encourage the current administration to proceed with that kind of flexibility where it's appropriate and where it's done carefully and responsibly.,0.0
But we have not had the kind of leadership we should have had.,0.0
"In this particular area, I think the Vice President and I are in general agreement on what we have to do.",0.0
The special Federal commission made good solid recommendations.,0.0
I think we're both supportive of them and I would strongly lead in that area as I have in my state as Governor.,0.0
"Well, we're on the right track.",0.0
The NIH is doing a good job in research.,0.0
The Surgeon General is doing a good job in encouraging the proper kind of education.,0.0
"Testing should be confidential, but we have to have a knowledge.",0.0
We can't simply stick our heads in the sands in terms of testing.,0.0
I'm Chairman of the President's Task Force on Regulatory Relief and we are working with the FDA and they have sped up bringing drugs to market that can help.,0.0
"And you got to be careful here, because there's a safety factor, but I think these things - and then also I am one who believes we've got to go the extra mile in clean - being sure that that blood supply is pure.",0.0
We cannot have a lack of confidence in the blood supply when it comes to operations and surgery and things of this nature.,0.0
"So, research, speeding the drugs to market, testing, blood supply are very important elements of this.",0.0
"Well, I don't question his passion.",0.0
I question - and I don't question his concern about the war in Vietnam.,0.0
He introduced or supported legislation back then that suggested that kids of Massachusetts should be exempt from going overseas in that war.,0.0
"Now, that's a certain passion that in my view it's misguided passion.",1.0
He - we have a big difference on issues.,0.0
"You see, last year in the primary, he expressed his passion.",0.0
"He said, ""I am a strong liberal Democrat"" - August, '87.",0.0
"Then he said, ""I am a card-carrying member of the ACLU.""",0.0
That was what he said.,0.0
He is out there on out of the mainstream.,0.0
He is very passionate.,0.0
"My argument with the governor is, do we want this country to go that far left.",0.0
And I wish we had time to let me explain.,0.0
But I salute him for his passion.,0.0
"We just have a big difference on where this country should be led, and in what direction it ought to go.",0.0
But just take a look at the positions of the ACLU.,0.0
"But, Peter, please understand, the liberals do not like me talking about liberal They don't like it when I say that he says he's a card carrying member.",0.0
"Now, if that quote was wrong, he can repudiate it, right here.",0.0
"I've seen it authoritatively written twice, and if I've done him an injustice, and he didn't say it, I'm very, very sorry.",0.0
But I don't agree with a lot of - most of the positions of the ACLU.,0.0
I simply don't want to see the ratings on movies.,0.0
I don't want my ten year old grandchild to go into an X-rated movie.,0.0
I like those ratings systems.,0.0
I don't think they're right to try to take the tax exemption away from the Catholic Church.,0.0
"I don't want to see the kiddie pornographic laws repealed; I don't want to see ""under God"" come out from our currency.",0.0
"Now, these are all positions of the ACLU.",0.0
And I don't agree with them.,0.0
"He has every right to exercise his passion, as what he said, a strong, progressive liberal.",0.0
I don't agree with that.,0.0
And I think I'm more in touch with the mainstream of America.,1.0
They raised the same thing with me on the Pledge of Allegiance.,1.0
"You see, I'd have found a way to sign that bill.",1.0
Governor Thompson of Illinois did.,1.0
I'm not questioning his patriotism.,0.0
He goes out and says the man is questioning my patriotism.,0.0
And then all the liberal columnists join in.,0.0
I am not.,0.0
"I am questioning his judgment on these matters, or where he's coming from He has every right to do it.",0.0
"But I believe that's not what the American people want, and when he said, when he said at the convention, ideology doesn't matter, just competence, he was moving away from his own record, from what his passion has been over the years.",0.0
"And that's all I'm trying to do, is put it in focus.",0.0
And I hope people don't think that I'm questioning his patriotism when I say he used his words to describe his participation in that organization.,0.0
"Well, I hope this is the first and last time I have to say this.",0.0
"Of course, the vice president is questioning my patriotism.",0.0
"I don't think there's any question about that, and I resent it.",1.0
I resent it.,1.0
My parents came to this country as immigrants.,0.0
They taught me that this was the greatest country in the world.,0.0
I'm in public service because I love this country.,0.0
I believe in it.,0.0
And nobody's going to question my patriotism as the vice president has now repeatedly.,0.0
The fact of the matter is if the Pledge of Allegiance was the acid test of one's patriotism--the vice president's been the presiding officer in the United States Senate for the past seven and a half years.,0.0
To the best of my knowledge he's never once suggested that a session of the Senate begin with the Pledge of Allegiance.,0.0
"(Applause)  Mr. Bush, I don't question your patriotism.",0.0
"When you're attacked for your military record, I immediately said it was inappropriate, it had no place in this campaign, and I rejected it.",0.0
"I would hope that from this point on, we get to the issues that affect the vast majority of Americans, jobs, schools, health care, housing, the environment.",0.0
Those are the concerns of the people that are watching us tonight.,0.0
"Not labels that we attach to each other, questions about each other's patriotism and loyalty.",0.0
I want to see the McKinney Act fully funded.,0.0
I believe that that would help in terms of shelter.,0.0
"I want to see - when I talked at our convention about a thousand points of light, I was talking about the enormous numbers of shelters and organizations that help.",0.0
The governor's wife has been very active in the homeless.,0.0
"My campaign chairman, Secretary Jim Baker's wife.",0.0
This isn't government.,0.0
"These are people that care, that are trying to give of themselves.",0.0
The government has a role.,0.0
It is to fully fund the McKinney Act.,0.0
There are certain army bases that the act calls for that can be used in certain cases to shelter people when it's rough.,0.0
And so I think that we're on the right track.,0.0
"I don't see this, incidentally, as a Democrat or a Republican or a liberal or conservative idea.",0.0
I see an involvement by a thousand points of light.,0.0
"I see the funding that is required, and I hope the Congress will fully fund this bill.",0.0
They gave it a great deal of conscience and a great deal of work.,0.0
"But - and I, look, mental - that was a little overstated it.",0.0
I'd say around 30 percent.,0.0
And I think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out.,0.0
Maybe we need to do a better job in mental clinics to help them.,0.0
Because there is a major problem there.,0.0
A lot of them are mentally sick.,0.0
And we've got to attend to them.,0.0
"But fully, my short range answer is fully fund that McKinney Act.",0.0
"Well, this is another fundamental difference that I have with the vice president, just as I do in the case of health care for 37 million members of working families in this country who don't have health insurance.",0.0
"The problem, Mr. Bush, is that you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income.",1.0
"And when you do that, you've have homeless families.",1.0
"We didn't have two and a half million, or three million homeless people living on streets and in doorways in this country ten years ago.",0.0
We've got to begin to get back to the business of building and rehabilitating housing for families of low and moderate income in this country; housing for young families that they can look forward some day to buy.,0.0
We've got communities in this country increasingly where our own kids can't afford to live in the communities that they grew up in.,0.0
That's an essential commitment.,0.0
And I think the housing community is ready.,0.0
"But it's going to take a president who's committed to housing, who's had experience in building and rehabilitating housing who understands that affordable housing for families of low and moderate income, for young families, first time home buyers, is an essential part of the American dream.",0.0
"And while I'm all for the McKinney bill, that, by itself, simply won't do.",0.0
"We've got to have a president that can lead on this issue, that can work with the Congress, and I'm prepared to do so.",0.0
This is one of the most important priorities that faces this country.,0.0
"Well, I certainly hope not.",0.0
And it's all a question of what our priorities are.,0.0
Mr. Bush talked about values.,0.0
I agree with him.,0.0
What are our values?,0.0
"Isn't providing housing for families of low and moderate income, isn't it making possible for young families, first time home buyers to own their own home some day something that's part of the American dream?",0.0
I think so.,0.0
"You know, back after World War II when we had hundreds of thousands of GIs who came back from the war, we didn't sit around.",0.0
We went out and built housing.,0.0
The government was very much involved; so was the housing industry; so was the banking industry; so were housing advocates; so were non-profit agencies; so were governors and mayors and people all over this country who believe deeply in home ownership and affordable housing.,0.0
"Now, that's the kind of leadership that I want to provide as president of the United States.",0.0
This isn't a question of a little charity for the homeless.,0.0
This is a question of organizing the housing community.,0.0
"I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.",1.0
"Washington, by itself, can't do it all.",0.0
We shouldn't expect that.,0.0
But governors are ready; mayors are ready.,0.0
Builders and community leaders are ready.,0.0
"It will require some funds, John.",0.0
And we ought to be prepared to provide those funds.,0.0
"But that, too, will require some choices.",0.0
Mr. Bush wants to spend billions and trillions on Star Wars.,0.0
"Well, that's a choice we have to make, isn't it?",0.0
Because it's so essential to our economic strength and to our future.,0.0
"Now, that's the kind of presidency I believe in.",0.0
"And simply to say, well, the McKinney bill will do it just doesn't do.",0.0
It's the kind of priority that will be at the top of our list beginning in January of 1989.,0.0
I think the governor is blurring housing and the homeless.,0.0
Let's talk about housing which the question was.,0.0
"When you talk to those bankers, did they discuss where interest rates were when your party controlled the White House?",0.0
"Now, how does that grab you for increasing housing?",0.0
Housing is up.,0.0
We are serving a million more families now.,0.0
"But we're not going to do it in that old Democratic, liberal way of trying to build more bricks and mortars.",0.0
Go out and take a look at St. Louis at some of that effort.,0.0
It is wrong.,0.0
I favor home ownership.,0.0
I want to see more vouchers.,0.0
"I want to see control of some of these projects, and I want to keep the interest rates down.",0.0
"They're half, now of what they were when we came into office, and with my policy of getting this deficit under control, they'll be a lot less.",0.0
"But if we spend and spend and spend, that is going to wrap up the housing market, and we'll go right back to the days of the misery index and malaise that President Reagan and I have overcome - thank God for the United States on that one.",1.0
"No, I don't think there is.",0.0
"There are two very different issues here, and they've got to be dealt with separately.",0.0
I'm opposed to the death penalty.,0.0
I think everybody knows that.,0.0
I'm also very tough on violent crime.,0.0
And that's one of the reasons why my state has cut crime by more than any other industrial state in America.,0.0
It's one of the reasons why we have the lowest murder rate of any industrial state in the country.,0.0
"It's one of the reasons why we have a drug education and prevention program that is reaching out and helping youngsters all over our state, the kind of thing I want to do as president of the United States.",0.0
"You know, the vice president says he wants to impose the death penalty on drug traffickers, and yet his administration has a federal furlough program which is one of the most permissive in the country, which gave last year 7,000 furloughs to drug traffickers and drug pushers, the same people that he says he now wants to execute.",1.0
"The issue of abortion is a very difficult issue, one that I think that we all have to wrestle with, we have to come to terms with.",0.0
I don't favor abortion.,1.0
I don't think it's a good thing.,1.0
I don't think most people do.,1.0
The question is who makes the decision.,0.0
"And I think it has to be the woman, in the exercise of her own conscience and religious beliefs, that makes that decision.",0.0
"Well, the Massachusetts furlough program was unique.",0.0
It was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole.,0.0
The federal program doesn't do that.,0.0
No other state programs do that.,0.0
And I favor the death penalty.,0.0
I know it's tough and honest people can disagree.,1.0
"But when a narcotics wrapped up guy goes in and murders a police officer, I think they ought to pay with their life.",1.0
And I do believe it would be inhibiting.,1.0
"And so I am not going to furlough men like Willie Horton, and I would meet with their, the victims of his last escapade, the rape and the brutalization of the family down there in Maryland.",1.0
"Maryland would not extradite Willie Horton, the man who was furloughed, the murderer, because they didn't want him to be furloughed again.",1.0
And so we have a fundamental difference on this one.,0.0
And I think most people know my position on the sanctity of life.,0.0
I favor adoption.,0.0
I do not favor abortion.,0.0
I haven't sorted out the penalties.,0.0
And I favor adoption.,0.0
"And if we can get this law changed, everybody should make the extraordinary effort to take these kids that are unwanted and sometimes aborted, take the - let them come to birth, and then put them in a family where they will be loved.",0.0
"And you see, yes, my position has evolved.",0.0
"And it's continuing to evolve, and it's evolving in favor of life.",0.0
"And I have had a couple of exceptions that I support - rape, incest and the life of the mother.",0.0
"Sometimes people feel a little uncomfortable talking about this, but it's much clearer for me now.",0.0
"See the millions of these killings accumulate, and this is one where you can have an honest difference of opinion.",0.0
We certainly do.,0.0
"But no, I'm for the sanctity of life, and once that illegality is established, then we can come to grips with the penalty side, and of course there's got to be some penalties to enforce the law, whatever they may be.",0.0
"Well, I think what the vice president is saying is that he's prepared to brand a woman a criminal for making this decision.",0.0
It's as simple as that.,0.0
"I don't think it's enough to come before the American people who are watching us tonight and say, well, I haven't sorted it out.",0.0
"This is a very, very difficult and fundamental decision that all of us have to make.",0.0
"And what he is saying, if I understand him correctly, is that he's prepared to brand a woman a criminal for making this choice.",0.0
"Let me simply say that I think it has to be the woman in the exercise of her own conscience and religious beliefs that makes that decision, and I think that's the right approach, the right decision, and I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have.",0.0
I respect his right to disagree with me.,0.0
"One of the reasons, and I first would like to know which programs you're talking about, and then we could talk on the merits of the programs.",0.0
"But, you see, my fundamental philosophy is give local and state government as much control as possible.",0.0
"That might be the explanation, if you tell me the program.",0.0
I do strongly support the WIC program.,0.0
I think it is good.,0.0
"I think part of the answer to this haunting of these children that are out there and suffering lies in extension of Medicaid, to challenge the states, and maybe we're going to have to enforce more on the states in terms of Medicaid taking care of these.",0.0
"But, Peter, so much of it is, gets into a whole other phase of things.",0.0
"The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I'm talking about in terms of education.",0.0
"I think that part of it is the crime infested neighborhoods, and that's why I'm a strong believer in trying to control crimes in the neighborhood, why I was so pleased to be endorsed by the policemen on the beat, the Boston Police Department the other day.",1.0
I think they understand my commitment to helping them in the neighborhoods.,0.0
And so it's a combination of these things.,0.0
But do not erode out of the system the thousand points of light.,0.0
"The people that are out there trying to help these kids, the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty.",0.0
I'm for Head Start and moving that up.,0.0
But I favor that.,0.0
"So these are the combination of things I want, and the fact that I don't think the federal government can endorse a $35 billion program does not mean I have less compassion than the person who endorses such a program.",0.0
"Well, I must have been living through a different eight years then the ones the vice president's been living through, because this administration has cut and slashed and cut and slashed programs for children, for nutrition, for the kinds of things that can help these youngsters to live better lives.",1.0
It's cut federal aid to education; it's cut Pell grants and loans to close the door to college opportunity on youngsters all over this country.,0.0
"And that, too, is a major difference between the vice president and me.",0.0
Let me just give you one other example.,0.0
"We have a great many people, hundreds of thousands of people living on public assistance in this country.",0.0
"The 50 governors of this nation have proposed to the Congress that we help those families to get off of welfare, help those youngsters, help their mothers to become independent and self-sufficient.",0.0
"It's taken months and months and months to get Mr. Bush and the administration to support that legislation, and they're still resisting.",1.0
That's the way you help people.,0.0
"Being haunted, a thousand points of light - I don't know what that means.",0.0
I know what strong political leadership is.,0.0
I know what's happened over the course of the past eight years.,0.0
"These programs have been cut and slashed and butchered, and they've hurt kids all over this country.",1.0
"Well, I said a few minutes ago, Peter, that you could improve the lives of families and youngsters and save money at the same time.",0.0
Welfare reform is one way to do it.,0.0
"If we invest in job training, in child care for those youngsters, in some extended health benefits so that that mother and her kids don't lose their health benefits when she goes to work, we can help literally hundreds of thousands, if not millions of families, to get off of welfare, to become independent and self-sufficient, to be taxpaying citizens, and to improve their lives, the quality of lives, their futures, and the futures of those children.",0.0
That's just one example of how you can save money and improve the quality of life at the same time.,0.0
"In my own state, for example, we now have that universal health care system, which the vice president opposes, I think very unwisely.",0.0
One of the greatest barriers to opportunity for a family and for those children is the threat that they mat lose their health insurance.,0.0
Think about that father down there in Houston who has to tell his youngster that he can't play little league ball that he can't go out on the ball field because he's afraid he's going to get hurt.,1.0
"And yet, Mr. Bush says well, I don't think we ought to expect business to provide health insurance for their employees, when responsible employers, a majority of employers in this country do and are paying more for their insurance to reimburse hospitals for free care on account of people that are not insured, that have to go to that hospital.",0.0
"So these are the ways that you help families, you help youngsters to live better lives, and more decent lives.",0.0
"Were ready to go to work at the state and local level, all of us.",1.0
I know the private sector is.,1.0
People are all over the country.,1.0
But it takes presidential leadership.,0.0
It takes a commitment to being involved and the leading.,0.0
And that's the kind of presidency I want to lead.,0.0
"What troubles me is that when I talk of the voluntary sector and a thousand points of light and a thousand different ways to help on these problems, the man has just said he doesn't understand what I'm talking about.",0.0
This is the problem I have with the big spending liberals.,1.0
They think the only way to do it is for the federal government to do it all.,0.0
The fact happens to be that education spending is up by the federal government; it is up.,0.0
It is not down.,0.0
But here's the point he misses.,0.0
"The federal government spends seven percent of the total on education, and the rest of the state governments and local governments and the thousand points of lightened I'm talking about private schools and private church schools and things of this nature--are putting up 93 percent.",0.0
"But the federal spending for education is up, and I want to be the education president, because I want to see us do better.",0.0
"We're putting more money per child into education, and we are not performing as we should.",0.0
And I would like to urge the school superintendents and the others around the country to stand up now and keep us moving forward on a path towards real excellence.,0.0
And we can do it.,0.0
Of course not.,0.0
Of course that's a charge that's always made against any governor who runs for the presidency.,0.0
I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980.,1.0
"Remember that, George?",0.0
"And yet some of our finest presidents, some of our strongest international leaders were governors-Franklin Roosevelt, Woodrow Wilson, Theodore Roosevelt.",0.0
Its not the amount of time you spend in Washington.,0.0
It's not the length of your resume.,0.0
"It's your strength, it's your values, it's the quality of the people you pick.",0.0
"It's your understanding of the forces of change that are sweeping the world, and whether or not you're in a position to provide leadership to make those forces of change work for us and not against us.",0.0
The vice president has a long resume.,0.0
But it didn't stop him from endorsing the sale of arms to the Ayatollah.,0.0
"And we now know that he was not out of the loop; he was in meeting after meeting listening to Secretary Shultz and Secretary Weinberger opposing that, and yet he supported it.",0.0
His experience didn't prevent him from participating or involving or in some way being involved in the relationship between this government and Mr. Noriega and drug trafficking in Panama.,0.0
He went to Philippines in the early 80Ï€s and commended Ferdinand Macros for his commitment to democracy.,0.0
"And he continues to support a failed policy in Central America which is getting worse and worse, and which has in fact increased Cuban and Soviet influence in that region.",0.0
So I don't believe that the fact you've got that long resume or had that experience is the real question.,0.0
"The question is values; the question is strength, the question is your willingness to provide the kind of leadership that must be provided.",0.0
I'm ready to provide that leadership.,0.0
I want to be the commander in chief of this country.,0.0
"I think it take fresh leadership now, and an understanding of those forces of change to provide the kind of strength that we need, and perhaps the vice president can explain what he was doing when he supported the trading of arms to terrorist nation, and his involvement in Panama and that endorsement of Mr. Macros.",0.0
But I don't think it's just experience that makes the difference.,0.0
"Well, I thought the question was about defense.",0.0
The governor was for a nuclear freeze that would have locked in a thousand Soviet intermediate nuclear force weapons and zero for the West.,0.0
"And because we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age.",0.0
"Now, we're sitting down and talking to the Soviets about strategic arms, and he wants to do away with the Midgetman and the MX, the modernization or our nuclear capability.",0.0
That is not the way you deal with the Soviets.,0.0
I've met Mr. Gorbachev.,0.0
These people are tough.,0.0
But now we have a chance.,0.0
"I few have experience and now how to handle it, but please do not go back to the days when the military was as weak as they could be, when the morale was down, and when we were the laughing stock around the world.",0.0
"And now we are back, because we have strengthened the defenses of this country, and believe me, I don't want to see us return to those days.",0.0
"As to Ferdinand Marcos, he isn't there any more.",0.0
It was under our administration that Mrs. Aquino came in.,0.0
But I'll tell you what I was thinking of.,0.0
"I flew a combat mission, my last one was over Manila.",0.0
And he was down there fighting against imperialism.,0.0
And he just called for new elections.,0.0
And all of those things happened because the Philippines do crave democracy.,0.0
I don't think it's a question of eliminating.,0.0
I can tell him some I'm against.,0.0
And I can go on and on.,0.0
"Minuteman III, penetration systems.",0.0
"I mean, there's plenty of them that I oppose, but what I am not going to do, when we are negotiating with the Soviet Union, sitting down talking to Mr. Gorbachev about how we achieve a 50 percent reduction in our strategic weapons, I'm not going to give away a couple of aces I that very tough card game.",0.0
I'm simply not going to do that.,0.0
We're going to have to-the MX.,1.0
We're going to have to do that.,1.0
It's Christmas.,1.0
(Laughter)  Wouldn't it be nice to be perfect?,0.0
wouldn't it be nice to be the ice man so you never make a mistake?,0.0
"These are the-my answer is do not make these unilateral cuts, and everybody now realizes that peace through strength works, and so this is where I have a big difference.",0.0
"Of course we're going to have to make some determination on this, and we're going to have to make it on the convention forces.",0.0
But now we've got a very good concept called competitive strategies.,0.0
We will do what we do best.,0.0
It's a strategy that we've been working on for a couple of years.,0.0
It is going to take us to much better advantage in conventional forces.,0.0
"But I know this, we have serious financial problems in this country.",0.0
