Texto,Etiqueta
Numerous administrations going back certainly to World War II have had to wrestle with the problem of what should happen to the Middle East.,4
We might have no other choice. We'll have to see if that happens.,0
"The thing about Iraq, of course, was at the end of the war we had pretty well decimated their military.",0
"We had a strong international coalition raid against them, effective economic sanctions, and a very robust inspection regime was in place under the U. N. auspices and it was able to do a good job of stripping out the capacity to build weapons of mass destruction, the work he had been doing that had not been destroyed during the war in biological and chemical agents, as well as a nuclear program.",0
"It would, of course, be a very serious situation if we had evidence, credible evidence, that Saddam Hussein was developing weapons of mass destruction.",0
"We are supporting them in their efforts and will continue to support them until the Iraqi people rise up and do what the people of Serbia have done in the last few days, get rid of a despot. We'll welcome you back into the family of nations where you belong.",0
Even with more crude available they're probably not going to be able to do very much by way of producing additional home heating oil for this winter.,0
"We set aside a part of Wyoming, nearly a million acres of wilderness that ought to be separate and not be developed.",0
It's been a fantastic program and has been there for 65 years that has provided benefits for senior citizens over that period of time.,0
"We have the strongest military, and I'll do whatever is necessary, if I'm president, to make sure that it stays that way.",0
"I think that one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the rest of the world than at any time in history, that I know about, anyway.",0
"You know, in the last, or two decades ago, it was routine for leaders of foreign countries to come over here and say you guys have got to do something about these horrendous deficits because it's causing tremendous problems for the rest of the world, and we were lectured to all the time.",0
"The power of example is America's greatest power in the world. And that means, for example, standing up for human rights. It means addressing the problems of injustice and inequity, along the lines of race and ethnicity here at home, because in all these other places around the world where they're having these terrible problems, when they feel hope, it is often because they see in us a reflection of their potential.",3
Our bonds with Israel are larger than agreements or disagreements on some details of diplomatic initiatives.,0
"They are historic, they are strong, and they are enduring.",0
I want everybody to know should I be the president Israel's going to be our friend.,0
I'm going to stand by Israel.,0
We don't know whether he's developing weapons of mass destruction.,0
He is a danger.,0
"The use of diplomacy in this situation has already, well, it goes hour-by-hour and day-by-day now. It's a very tense situation there.",0
I want everybody to know should I be the president Israel's going to be our friend. I'm going to stand by Israel.,0
We don't want him fishing in troubled waters in the Middle East.,0
"I know the governor's not necessarily saying that but, you know, all of these flights that have come in, all of them have been in accordance with the sanctions regime, I'm told, except for three where they notified, and they're trying to break out of the box, there's no question about it.",1
"The administration, seems like we're having a great love fest tonight, but the administration made the right decision on training Nigerian troops for situations just such as this in Rwanda, and so I thought they made the right decision not to send U. S. troops into Rwanda.",0
"But if you have a situation like that right in our backyard with chaos about to break out and flotillas forming to come across the water, and all kinds of violence there, right in one of our neighboring countries there, then I think that we did the right thing there.",0
"I think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way, and there's some pretty egregious examples recently.",0
I thought the President did the right thing with Mexico and was very strongly supportive of the administration in Mexico.,0
"I just think, Jim, that this is an absolutely unique period in world history. The worldâ€™s coming together, as I said, they're looking to us.",0
"Are we going to step up to the plate as a nation the way we did after World War II, the way that generation of heroes said okay, the United States is going to be the leader. And the world benefitted tremendously from the courage that they showed in those post-war years.",0
"We know freedom is a powerful, powerful, powerful force, much bigger than the United States of America, as we saw recently in the Balkans.",0
"My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights.",1
"But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced.",0
"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.",0
"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care. They're tolerant people. They're good, tolerant people.",0
"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated. I mean every child.",0
There is nothing more prejudiced than not educating a child.,0
"I talked to an African-American police officer in Springfield, Massachusetts not long ago who raised this question and said that in his opinion one of the biggest solutions is in the training.",1
"My friend, Phyllis Hunter, is here. She had one of the greatest lines of all lines. She said, reading is the new civil right. She's right.",1
"But I think that we should find a way to allow some kind of civic unions, and I basically agree with Dick Cheney and Joe Lieberman.",1
I will not do anything to affect the rights of hunters or sportsmen.,0
"Look, this is the year -- this is in the aftermath of Columbine, and Paducah, and all the places in our country where the nation has been shocked by these weapons in the hands of the wrong people.",0
"The woman who bought the guns for the two boys who did that killing at Columbine said that if she had had to give her name and fill out a form there, she would not have bought those guns.",0
"Some desperate child needs to have somebody put their arm around them and say, we love you.",0
And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them.,0
"And the ""Los Angeles Times"" spent a lot of ink going into that.",1
Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.,1
"And my case to the American people is, if you're happy with inactivity, stay with the horse.",0
"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years.",1
Let me just tell you who the jury is. The people of Texas.,1
"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.",1
"First of all, let me say he's not for a government-run health care system?",2
You know the Japanese are breathing down our necks on this.,0
"In my faith tradition, it is -- it's written in the book of Matthew, ""Where your heart is, there is your treasure also.""",5
"But I will promise you this with all the confidence in my heart and in the world, that I will do my best if I'm elected president, I'll work my heart out to get the big things right for the American people.",0
"I read a report, or a memo, from somebody in his 1988 campaign -- I forgot the fellow's name -- warning then Senator Gore to be careful about exaggerating claims. I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.",1
And I would just like to say that this debate in a way is a living tribute to Mel Carnahan because he loved the vigorous discussion of ideas in our democracy. He was a fantastic governor of Missouri.,0
Government ought to stand on the side of parents.,0
"Ours is a great land, and one of the reasons why is because we're free.",0
But thank goodness we've always had enough people who have been willing in every generation to push past the fear of a broken heart and become deeply involved in forming a more perfect union.,0
"We're America, and we believe in our future and we know we have the ability to shape our future.",0
And we can renew and rekindle the American spirit and make our future what our founders dreamed it could be. We can.,0
I think it's a cynicism in Washington and it doesn't have to be that way.,0
"I've worked hard in the State of Texas to make sure our institutions reflect the state with good, smart policy.",0
I know what a hate crime statute pending at the national level is all about in the aftermath of James Byrd's death.,0
And I want to honor that among his other achievements here.,1
"I'm against quotas. This is, with all due respect, Governor, that's a red herring.",2
But I support the death penalty in the most heinous cases.,0
We have gone from the biggest deficits eight years ago to the biggest surpluses in history today.,0
There's too much bitterness in Washington. There's too much wrangling.,0
And I had the will of the people in my state behind me.,0
"But if you're a younger worker, if you're younger, you better hope this country thinks differently, otherwise you're gonna be faced with huge payroll taxes or reduced benefits.",0
"If you want somebody who is willing to fight for you, I am asking for your support and your vote and, yes, your confidence and your willingness to believe that we can do the right thing in America, and be the better for it.",1
"And if you pass the big drug companies' bill, nothing will happen.",4
"One of the things the next president must do is to remind people that if we are going to have a responsible period in America, that each of us must love our children with all our heart and all our soul.",0
"Now, you're -- and the way it would happen is that under his plan, if a school was designated as failing, the kids would be trapped there for another three years and then some of them would get federal vouchers and the state would be forced to match those, that money.",4
"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",0
"That was in an ad, Jim, that was knocked down by the journalists who analyzed the ad and said it was misleading.",1
Now you judge for yourselves whether or not that's fair.,1
"Now, because the governor has all this money for a tax cut mostly to the wealthy, there is no money left over, so schools get testing and lawsuit reform and not much else.",4
Right now our military is the strongest in the entire history of the world.,0
"See, I think the mission has somewhat become fuzzy.",0
And it's now the smallest number that we have had since the -- the smallest in size since John Kennedy's administration.,1
"In the last several years, the so-called Freedom To Farm Law has, in my view, been mostly a failure.",0
"And you guys have been having a hard time, and I want to fight for you.",0
"I'm for getting rid of the death tax, completely getting rid of the death tax.",0
This is a bad tax.,0
"And the vast majority of all family businesses would be completely exempt, and all of the others would have sharply reduced.",0
"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will.",0
"I'm proud that important military figures who are supporting me in this race: former Chairman of the Joint Chiefs of Staff John Shalikashvili; just yesterday, General Eisenhower's son, General John Eisenhower, endorsed me; General Admiral William Crown; General Tony McBeak, who ran the Air Force war so effectively for his father -- all believe I would make a stronger commander in chief.",1
"First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it's the wrong war at the wrong time at the wrong place.",2
"This president has made, I regret to say, a colossal error of judgment.",0
"I've met kids in Ohio, parents in Wisconsin places, Iowa, where they're going out on the Internet to get the state-of-the-art body gear to send to their kids. Some of them got it for a birthday present.",0
And you go visit some of those kids in the hospitals today who were maimed because they don't have the armament.,0
"I believe I'm going to win, because the American people know I know how to lead.",1
But people know where I stand.,1
People out there listening know what I believe.,1
"First of all, he made the misjudgment of saying to America that he was going to build a true alliance, that he would exhaust the remedies of the United Nations and go through the inspections. In fact, he first didn't even want to do that.",2
The president just talked about Iraq as a center of the war on terror. Iraq was not even close to the center of the war on terror before the president invaded it.,2
"My message to our troops is, ""Thank you for what you're doing. We're standing with you strong. We'll give you all the equipment you need. And we'll get you home as soon as the mission's done, because this is a vital mission.""",0
"When I was in a rope line just the other day, coming out here from Wisconsin, a couple of young returnees were in the line, one active duty, one from the Guard. And they both looked at me and said: We need you. You've got to help us over there.",0
"Almost every step of the way, our troops have been left on these extraordinarily difficult missions.",0
That's totally absurd.,0
And I don't appreciate it when a candidate for president denigrates the contributions of these brave soldiers.,0
He called them coerced and the bribed.,0
"But because Tommy Franks did such a great job in planning the operations, we moved rapidly, and a lot of the Baathists and Saddam loyalists laid down their arms and disappeared.",0
Prime Minister Allawi believes they want to.,1
"The terrorism czar, who has worked for every president since Ronald Reagan, said, ""Invading Iraq in response to 9/11 would be like Franklin Roosevelt invading Mexico in response to Pearl Harbor.""",1
What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake.,1
"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.",2
But the president made a mistake in invading Iraq.,2
"And meanwhile, North Korea has got nuclear weapons. Talk about mixed messages. The president is the one that said, ""We can't allow countries to get nuclear weapons."" They have.",2
"He cut if off, sort of arbitrarily.",0
"And I believe that a fresh start, new credibility, a president who can understand what we have to do to reach out to the Muslim world to make it clear that this is not, you know -- Osama bin Laden uses the invasion of Iraq in order to go out to people and say that America has declared war on Islam.",0
The American people decide.,0
The only thing consistent about my opponent's position is that he's been inconsistent.,0
"You know, I think about Missy Johnson. She and her son Bryan, they came to see me. You know, it's hard work to try to love her as best as I can, knowing full well that the decision I made caused her loved one to be in harm's way. I told her after we prayed and teared up and laughed some that I thought her husband's sacrifice was noble and worthy.",0
That's the most noble thing that anybody can do.,0
"He's a brave, brave man.",0
"I disagree, strongly disagree with that.",0
"Now, Prime Minister Allawi came here, and he said the terrorists are pouring over the border. That's Allawi's assessment.",0
"The national intelligence assessment that was given to the president in July said, best-case scenario, more of the same of what we see today; worst-case scenario, civil war.",0
"So we use diplomacy every chance we get, believe me.",0
"And secondly, to think that another round of resolutions would have caused Saddam Hussein to disarm, disclose, is ludicrous, in my judgment.",0
"I believe that Ronald Reagan, John Kennedy, and the others did that more effectively, and I'm going to try to follow in their footsteps.",1
They're fighting us because they're fighting freedom.,3
I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war.,2
"As the politics change, his positions change.",2
"And if he had been in power, in other words, if we would have said, ""Let the inspectors work, or let's, you know, hope to talk him out. Maybe an 18th resolution would work,"" he would have been stronger and tougher, and the world would have been a lot worse off. There's just no doubt in my mind we would rue the day, had Saddam Hussein been in power.",4
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.",0
"Now, that, I think, is one of the most serious, sort of, reversals or mixed messages that you could possibly send.",0
"He changes positions on something as fundamental as what you believe in your core, in your heart of hearts, is right in Iraq.",0
I have no intention of wilting. I've never wilted in my life. And I've never wavered in my life.,0
"Again, I can't tell you how big a mistake I think that is, to have bilateral talks with North Korea.",0
Ask the people in the armed forces today.,1
And Colin Powell so stated.,1
"As George Will said the other day, ""Freedom on the march; not in Russia right now.""",1
It's not what the American people thought they were getting when they voted.,1
The president did nothing.,2
"Right now the president is spending hundreds of millions of dollars to research bunker-busting nuclear weapons. The United States is pursuing a new set of nuclear weapons. It doesn't make sense. You talk about mixed messages. We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using.",2
"The minute we have bilateral talks, the six-party talks will unwind.",4
"And it is one of the things I've learned in the White House, is that there's enormous pressure on the president, and he cannot wilt under that pressure. Otherwise, the world won't be better off.",4
"It will cause the six-party talks to evaporate. It will mean that China no longer is involved in convincing, along with us, for Kim Jong Il to get rid of his weapons.",4
"And if you enter bilateral talks, they'll be happy to walk away from the table.",4
"I believe America's best days are ahead of us because I believe that the future belongs to freedom, not to fear. That's the country that I'm going to fight for.",0
"If America shows uncertainty or weakness in this decade, the world will drift toward tragedy.",4
"There were eleven dictators in South America and in Central America when we came in, in 1953. Today there are only three left including the one in Cuba.",3
I'm talking about a national mood.,0
I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.,0
"Because when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation; and I simply will not do that.",4
"In the Truman Administration, six hundred million people went behind the Iron Curtain including the satellite countries of Eastern Europe and Communist China.",3
"Now, there are people who go to bed hungry in the United States - far less, incidentally, than used to go to bed hungry when we came into power at the end of the Truman Administration.",3
In my opinion this is the same kind of woolly thinking that led to disaster for America in Korea.,0
"Now, Mr. Herter in 1958, when he was Under Secretary of State, said they were strategically undefensible.",1
"Admirals Spruance and Callins in 1955 said that we should not attempt to defend these islands, in their conference in the Far East.",1
General Ridgway has said the same thing.,1
"But I don't confuse words with strength; and in my judgment if the summit was useful, if it would have brought us closer to peace, that rather than the lie that we told - which has been criticized by all responsible people afterwards - it would have been far better for us to follow the common diplomatic procedure of expressing regrets and then try to move on.",0
I've heard them explain - try to explain - how they tell their children how they can go into a store and buy a loaf of bread but then can't go into that store and sit at the counter and get a Coca Cola.,0
Not because I am preaching to the people of the South because this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.,0
"Unless the president speaks, then of course uh - the country doesn't speak, and Franklin Roosevelt said: ""The pre - uh - the presidency of the United States is above all a place of moral leadership.""",1
We have to practice what we preach.,5
"Now in the special session of Congress and also in the session that preceded it, the Democratic Congress - in which there's a two-to-one Democratic majority - was asked by the President to give us the funds and give us the power to do a job and they did nothing at all, And in the special session in which Senator Kennedy was calling the signals, along with Senator Johnson, they turned it down and he himself voted against giving us the powers despite the fact that the bill had already been considered before, that it already had hearings on, and the Congress already knew what it had before it.",2
"And that will always be the case as long as the Communists are on the international scene, in the aggressive tac- uh - tendencies that they presently are following.",0
So let me summarize by saying this: I'm not satisfied with what we're doing in the cold war because I believe we have to step up our activities and launch an offensive for the minds and hearts and souls of men.,0
Governor Rockefeller has been far more critical in June of our position in the world than I have been.,1
"Now when they talk about our record here, it is well that they recognize that they have to stand up for their record as well.",2
We have been wholly indifferent to Latin America until the last few months.,0
"But it's also tremendously important to bear in mind that when you pour in money without pouring in technical assistance at w- as well, that you have a disastrous situation.",0
This is primarily an ideological battle - a battle for the minds and the hearts and the souls of men.,0
"Now in the last Congress - the special session of the Congress - there was a bill: one by the President, one by Senator Kennedy and members of his party. Now the bill that the President had submitted would have provided more aid for those areas that really need it - areas like Scranton and Wilkes-Barre and the areas of West Virginia - than the ones that Senator Kennedy was supporting. On the other hand we found that the bill got into the legislative difficulties and consequently no action was taken.",2
That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.,1
"And when we compare the economic progress of this country in the Truman Administration with that of the Eisenhower Administration, we find that in every index there has been a tr- great deal more performance and more progress in this Administration than in that one.",3
"And I believe this Administration has not met its responsibilities in the last eight years, that our power relative to that of the Communists is declining, that we're facing a very hazardous time in the sixties, and unless the United States begin to move here - unless we start to go ahead - I don't believe that we're going to meet our responsibility to our own people or to the cause of freedom.",4
"And because we're going to move in sixty-one and two, partly because we have not maintained our strength with sufficient vigor in the last years, I believe that before we meet that crisis, that the next president of the United States should send a message to Congress asking for a revitalization of our military strength, because come spring or late in the winter we're going to be face to face with the most serious Berlin crisis since l949 or fifty.",0
The biggest threat we faced today is the possibility of terrorists smuggling a nuclear weapon or a biological agent into one of our own cities and threatening the lives of hundreds of thousands of Americans.,0
We turned -- this is the man who masterminded the greatest mass murder and terrorist attack in American history.,0
"And the point is that that's the place where you're most likely to see the terrorists come together with weapons of mass destruction, the deadly technologies that Saddam Hussein had developed and used over the years.",0
"John Edwards, two and a half years ago, six months after we went into Afghanistan announced that it was chaotic, the situation was deteriorating, the warlords were about to take over.",0
"Here's what's actually happened in Afghanistan, regardless of this rosy scenario that they paint on Afghanistan, just like they do with Iraq.",0
They're more dangerous today than they were four years ago.,0
"This vice president has been an advocate for over a decade for lifting sanctions against Iran, the largest state sponsor of terrorism on the planet.",0
What the vice president has just said is just a complete distortion.,0
"Specifically, look at George Tenet, the CIA director's testimony before the Committee on Foreign Relations two years ago when he talked about a 10-year relationship.",1
"There are Republican leaders, like John McCain, like Richard Lugar, like Chuck Hagel, who have said Iraq is a mess and it's getting worse.",1
"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",1
"Your rhetoric, Senator, would be a lot more credible if there was a record to back it up. There isn't.",2
"We heard Senator Kerry say the other night that there ought to be some kind of global test before U. S. troops are deployed preemptively to protect the United States. That's part of a track record that goes back to the 1970s when he ran for Congress the first time and said troops should not be deployed without U. N. approval. Then, in the mid-'80s, he ran on the basis of cutting most of our major defense programs. In 1991, he voted against Desert Storm. It's a consistent pattern over time of always being on the wrong side of defense issues.",4
"If you put American troops in there in larger number and don't get the Iraqis into the fight, you'll postpone the day when you can in fact bring our boys home.",0
John Kerry and I will always fight for the American people.,0
"And the vice president didn't say much about it in your earlier question, but Paul Bremer has now made clear that they didn't have enough troops and they didn't have a plan.",1
Have you ever seen America more divided? Have you ever seen Washington more divided? The reality is it is not an accident.,3
They were with the drug companies.,2
They're with the insurance companies.,2
We need to battle them overseas so we don't have to battle them here at home.,0
He is responsible for most of the major car bombings that have killed or maimed thousands of people.,0
He's the one you will see on the evening news beheading hostages.,0
"The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction.",2
"This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton.",2
"While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company, just like Enron and Ken Lay.",2
"How can they continue to watch Israeli children killed by suicide bombers, killed by terrorists?",0
"And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people.",0
I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business.,3
The reason they keep trying to attack Halliburton is because they want to obscure their own record.,2
"The vice president, I'm surprised to hear him talk about records.",2
One out of almost two children in Cleveland are now living in poverty.,0
"Here's what's happened: In the time that they have been in office, in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost. And it's had real consequences in places like Cleveland.",3
"During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty.",3
"You know, if you look at what's happened over the last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit.",3
They talk about frivolous cases.,0
"When the vice president was CEO of Halliburton, they took advantage of every offshore loophole available.",2
That's not wishy- washy.,0
"That's not wishy-washy, and that's what I'm fighting for, you.",0
"He said he thought Saddam Hussein was a grave threat, and now he said it was a mistake to remove Saddam Hussein from power.",0
We've got an aggressive brown field program to refurbish inner-city sore spots to useful pieces of property.,0
You get a catastrophic plan to help you on it.,0
"I'm not going to, because that would be pandering.",0
He's talking about his plan to keep jobs here. You know he calls it an outsourcing to keep -- stop outsourcing.,1
"Five million Americans have lost their health care; 620,000 Missourians have no health care at all; 96,000 Missourians have lost their health care under President Bush.",3
"Ladies and gentlemen, that's just not true what he said. The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan. And you know why he gets that count? The president got $84 from a timber company that owns, and he's counted as a small business. Dick Cheney's counted as a small business. That's how they do things.",2
"As a matter of fact, the tools now given to the terrorist fighters are the same tools that we've been using against drug dealers and white-collar criminals.",0
"And the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper.",2
"The future of things that matter to you -- in terms of civil rights, what kind of Justice Department you'll have, whether we'll enforce the law. Will we have equal opportunity? Will women's rights be protected? Will we have equal pay for women, which is going backwards? Will a woman's right to choose be protected?",0
"But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever. I can't do that.",0
It's a brutal practice.,0
"I believe the president made a huge mistake, a catastrophic mistake, not to live up to his own standard, which was: build a true global coalition, give the inspectors time to finish their job and go through the U. N. process to its end and go to war as a last resort.",0
"That's why Senator Hagel, Republican, says, you know: beyond pitiful, beyond embarrassing, in the zone of dangerous.",0
"I visited some of those kids with no limbs today, because they didn't have the armor on those vehicles. They didn't have the right body armor.",0
I didn't want to give a slush fund to Halliburton.,0
"There is no bigger judgment for a president of the United states than how you take a nation to war. And you can't say, because Saddam might have done it 10 years from now, that's a reason; that's an excuse.",1
"The truth of that matter is, if you listen carefully, Saddam would still be in power if he were the president of the United States, ""And the world would be a lot better off.""",4
"I believe America's best days are ahead of us. I'm an optimist, but we have to make the right choices, to be fiscally responsible and to create the new jobs of the future.",0
We're on the move.,0
I vowed to the American people after that fateful day of September the 11th that we would not rest nor tire until we're safe.,0
The 9/11 Commission put out a report that said America is safer but not yet safe.,0
The great threat to our country is that these haters end up with weapons of mass destruction.,0
Freedom is on the march.,5
"Tomorrow, Afghanistan will be voting for a president. In Iraq, we'll be having free elections, and a free society will make this world more peaceful.",4
"And that was the serious, serious threat.",0
Think about it: They're going from tyranny to elections.,0
Join me in the wrong war at the wrong time at the wrong place.,0
Somebody called that stubborn.,0
And now our kids are being killed with ammos right out of that dump.,0
"But you're absolutely correct, it is a threat, it's a huge threat.",0
We were safer before President Bush came to office. Now they have the bombs and we're less safe.,0
"For two years, the president didn't even engage with North Korea, did nothing at all, while it was growing more dangerous, despite the warnings of former Secretary of Defense William Perry, who negotiated getting television cameras and inspectors into that reactor.",1
"This war is a long, long war, and it requires steadfast determination and it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support.",0
"These terrorists are serious, they're deadly, and they know nothing except trying to kill.",0
"But yes, I'm worried. I'm worried. I'm worried about our country.",0
"And I have a plan that will take the catastrophic cases out of the system, off your backs, pay for it out of a federal fund, which lowers the premiums for everybody in America, makes American business more competitive and makes health care more affordable.",0
Doctors practice defensive medicine because of all the frivolous lawsuits that cost our government $28 billion a year.,0
We've got battling green eye shades.,0
"He's just not credible. If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times. And here he says he's going to be a fiscal conservative, all of a sudden. It's just not credible. You cannot believe it. And of course he's going to raise your taxes.",1
"And, as a result, America is now bearing this extraordinary burden where we are not as safe as we ought to be.",0
"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.",1
"One percent of America got $89 billion last year in a tax cut, but people working hard, playing by the rules, trying to take care of their kids, family values, that we're supposed to value so much in America -- I'm tired of politicians who talk about family values and don't value families.",0
They've cut it off. They've stopped it. They don't enforce these kinds of things.,0
I will fight tooth and nail to pass the minimum wage.,0
"You see, we'll never be able to compete in the 21st century unless we have an education system that doesn't quit on children, an education system that raises standards, an education that makes sure there's excellence in every classroom.",0
"And secondly, only a liberal senator from Massachusetts would say that a 49 percent increase in funding for education was not enough.",0
"I remember a lady in Houston, Texas, told me, ""Reading is the new civil right,"" and she's right.",1
"The president has denied 9. 2 million women $3,800 a year, but he doesn't hesitate to fight for $136,000 to a millionaire.",2
"One, he clearly has a litmus test for his judges, which I disagree with.",2
"But the most important thing to relieve the pressure on all of the armed forces is frankly to run a foreign policy that recognizes that America is strongest when we are working with real alliances, when we are sharing the burdens of the world by working through our statesmanship at the highest levels and our diplomacy to bring other nations to our side.",0
But I'll never fail to protect the United States of America.,0
"But I think it makes sense, I think most Americans in their guts know, that we ought to pass a sort of truth standard.",1
I believe it was a failure of presidential leadership not to reauthorize the assault weapons ban.,0
"I was hunting in Iowa last year with a sheriff from one of the counties there, and he pointed to a house in back of us, and said, ""See the house over? We just did a drug bust a week earlier, and the guy we arrested had an AK-47 lying on the bed right beside him. """,0
"Because of the president's decision today, law enforcement officers will walk into a place that will be more dangerous.",3
"And that's hopeful, and that's positive.",0
"I regret to say that the president who called himself a uniter, not a divider, is now presiding over the most divided America in the recent memory of our country.",0
I've never seen such ideological squabbles in the Congress of the United States. I've never seen members of a party locked out of meetings the way they're locked out today.,0
"And if Americans trust me with the presidency, I can pledge to you, we will have the most significant effort, openly -- not secret meetings in the White House with special interests, not ideologically driven efforts to push people aside -- but a genuine effort to try to restore America's hope and possibilities by bringing people together.",0
My biggest disappointment in Washington is how partisan the town is.,0
"The No Child Left Behind Act, incredibly enough, was good work between me and my administration and people like Senator Ted Kennedy.",0
John McCain is for me for president because he understands I have the right view in winning the war on terror and that my plan will succeed in Iraq.,1
"I think people understand what she's saying. But they see a compassionate, strong, great first lady in Laura Bush.",1
"I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them.",0
"82,000 Arizonians lost their health insurance under President Bush's watch.",0
This president has turned his back on the wellness of America.,0
"We're the richest country on the face of the planet, the only industrialized nation in the world not to do it.",0
"If every family in America signed up, like the senator suggested, if would cost us $5 trillion over 10 years. It's an empty promise. It's called bait and switch.",0
"In fact, it's starting to fall apart not because of lawsuits -- though they are a problem, and John Edwards and I are committed to fixing them -- but because of the larger issue that we don't cover Americans.",3
President Bush has taken -- he's the only president in history to do this. He's also the only president in 72 years to lose jobs -- 1. 6 million jobs lost. He's the only president to have incomes of families go down for the last three years; the only president to see exports go down; the only president to see the lowest level of business investment in our country as it is today.,0
This president has never once vetoed one bill; the first president in a hundred years not to do that.,0
"And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent.",0
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",1
"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money. But they're not getting the $5,100 the president promised them. They're getting less money.",3
My opponent talks about fiscal sanity. His record in the United States Senate does not match his rhetoric. He voted to increase taxes 98 times and to bust the budget 277 times.,2
The president has never said whether or not he would do that. But we know from the people he's tried to appoint to the court he wants to.,2
"I've met people who struggled with this for years, people who were in a marriage because they were living a sort of convention, and they struggled with it.",0
"And I've met wives who are supportive of their husbands or vice versa when they finally sort of broke out and allowed themselves to live who they were, who they felt God had made them.",0
"But I also believe that because we are the United States of America, we're a country with a great, unbelievable Constitution, with rights that we afford people, that you can't discriminate in the workplace.",0
"And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as.",1
"But I disagree with them, as do many.",1
"But I know this, that President Kennedy in his inaugural address told all of us that here on Earth, God's work must truly be our own.",1
"It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.",0
Medicare belongs to you.,0
We got to have health care for all Americans.,0
"Once again, the president is misleading America.",0
So the president's wrong.,0
"People tell me that when the health-care field is fully integrated with information technology, it'll wring some 20 percent of the cost out of the system.",1
"Our health-care system is the envy of the world because we believe in making sure that the decisions are made by doctors and patients, not by officials in the nation's capital.",0
"Well, two leading national news networks have both said the president's characterization of my health-care plan is incorrect. One called it fiction. The other called it untrue.",1
And just look at other countries that have tried to have federally controlled health care. They have poor-quality health care.,3
